"Clip.ID"	"Tags"
"ACP000evd6"	"agedviolet:1;small_grey_duiker:1"
"ACP000evd7"	"agedviolet:1;small_grey_duiker:1"
"ACP000evd8"	"agedviolet:1;small_grey_duiker:1"
"ACP000evd9"	""
"ACP000evda"	""
"ACP000evdb"	""
"ACP000evdc"	""
"ACP000evdd"	"agedviolet:1;small_grey_duiker:1"
"ACP000evde"	""
"ACP000evdj"	""
"ACP000evdk"	""
"ACP000evdl"	""
"ACP000evdm"	""
"ACP000evdn"	""
"ACP000evdo"	"agedviolet:1;small_grey_duiker:1"
"ACP000evdp"	"agedviolet:1;bay_duiker:1"
"ACP000evdq"	"agedviolet:1;small_grey_duiker:1"
"ACP000evdr"	"agedviolet:1;small_grey_duiker:1"
"ACP000evds"	"agedviolet:1;bay_duiker:1"
"ACP000evdt"	""
"ACP000evdu"	""
"ACP000evdw"	""
"ACP000evdx"	""
"ACP000evdz"	""
"ACP000eve0"	""
"ACP000eve3"	""
"ACP000eve5"	"agedviolet:1;small_grey_duiker:1"
"ACP000eve7"	""
"ACP000eve9"	""
"ACP000even"	""
"ACP000eveo"	"agedviolet:1;white_breasted_guinea_fowl:1"
"ACP000evep"	"agedviolet:1;white_breasted_guineafowl:1"
"ACP000eveq"	"agedviolet:2;bird:1;white_breasted_guineafowl:1"
"ACP000eves"	"agedviolet:1;mangabey:1;sooty:1"
"ACP000eveu"	"agedviolet:1;mangabey:1;sooty:1"
"ACP000evew"	"sooty:1;agedviolet:1;mangabey:1"
"ACP000evey"	"agedviolet:1;mangabey:1;sooty:1"
"ACP000evez"	""
"ACP000evf0"	""
"ACP000evf1"	"agedviolet:1;jentinks_duiker:1"
"ACP000evf2"	""
"ACP000evf3"	"agedviolet:1;jentinks_duiker:1"
"ACP000evf4"	"agedviolet:1;jentinks_duiker:1"
"ACP000evf5"	""
"ACP000evf6"	"jentinks_duiker:2;agedviolet:1"
"ACP000evf7"	"agedviolet:1;jentinks_duiker:1"
"ACP000evf8"	""
"ACP000evf9"	""
"ACP000evfa"	""
"ACP000evfb"	"agedviolet:1;jentinks_duiker:1"
"ACP000evfc"	""
"ACP000evfd"	""
"ACP000evfe"	""
"ACP000evfj"	""
"ACP000evfk"	""
"ACP000evfl"	""
"ACP000evfm"	""
"ACP000evfn"	"agedviolet:1;small_grey_duiker:1"
"ACP000evfo"	""
"ACP000evfp"	""
"ACP000evfq"	"agedviolet:1;small_grey_duiker:1"
"ACP000evfr"	""
"ACP000evfs"	""
"ACP000evft"	""
"ACP000evfu"	""
"ACP000evfv"	"agedviolet:1;small_grey_duiker:1"
"ACP000evfw"	"agedviolet:1;small_grey_duiker:1"
"ACP000evfx"	""
"ACP000evfy"	""
"ACP000evfz"	""
"ACP000evg0"	"agedviolet:1;small_grey_duiker:1"
"ACP000evg1"	"agedviolet:2;small_grey_duiker:2"
"ACP000evg2"	""
"ACP000evg3"	""
"ACP000evg4"	""
"ACP000evg5"	""
"ACP000evg6"	"agedviolet:1;jentinks_duiker:1"
"ACP000evg7"	"agedviolet:1;bay_duiker:1"
"ACP000evg8"	"agedviolet:1;jentinks_duiker:1"
"ACP000evg9"	"agedviolet:1;jentinks_duiker:1"
"ACP000evga"	"jentinks_duiker:1"
"ACP000evgv"	""
"ACP000evgw"	""
"ACP000evgx"	""
"ACP000evgy"	""
"ACP000evh3"	"agedviolet:1;brookes_duiker:1"
"ACP000evh4"	"agedviolet:1;brookes_duiker:1"
"ACP000evh5"	""
"ACP000evh6"	""
"ACP000evh7"	"jentinks_duiker:2;aged_violet:1;agedviolet:1"
"ACP000evh8"	"agedviolet:1;jentinks_duiker:1"
"ACP000evh9"	""
"ACP000evha"	"agedviolet:1;jentinks_duiker:1"
"ACP000evhi"	"agedviolet:1;jentinks:1"
"ACP000evhk"	""
"ACP000evhl"	"agedviolet:1;jentinks_duiker:1"
"ACP000evhm"	"agedviolet:1;jentinks_duiker:1"
"ACP000evhn"	"agedviolet:1;small_grey_duiker:1"
"ACP000evho"	"agedviolet:1;small_grey_duiker:1"
"ACP000evhp"	""
"ACP000evhq"	"agedviolet:1;small_grey_duiker:1"
"ACP000evhr"	""
"ACP000evhs"	"agedviolet:1;duiker:1"
"ACP000evht"	""
"ACP000evhu"	""
"ACP000evi3"	""
"ACP000evi4"	""
"ACP000evi5"	"agedviolet:1;small_grey_duiker:1"
"ACP000evi6"	"agedviolet:1;small_grey_duiker:1"
"ACP000evi7"	"agedviolet:1;small_grey_duiker:1"
"ACP000evi8"	""
"ACP000evi9"	""
"ACP000evia"	""
"ACP000evib"	""
"ACP000evic"	"agedviolet:1;jentinks_duiker:1"
"ACP000evid"	""
"ACP000evie"	"bat:1;agedviolet:1;jentinks_duiker:1"
"ACP000evif"	""
"ACP000evig"	"agedviolet:1;jentinks_duiker:1"
"ACP000evih"	""
"ACP000evii"	""
"ACP000evin"	"agedviolet:1;small_grey_duiker:1"
"ACP000evio"	"agedviolet:1;small_grey_duiker:1"
"ACP000evip"	""
"ACP000eviq"	"agedviolet:1;small_grey_duiker:1"
"ACP000evir"	""
"ACP000evis"	""
"ACP000evit"	""
"ACP000eviu"	"agedviolet:1;small_grey_duiker:1"
"ACP000eviv"	""
"ACP000eviw"	""
"ACP000evix"	"agedviolet:1;small_grey_duiker:1"
"ACP000eviy"	"agedviolet:1;small_grey_duiker:1"
"ACP000eviz"	"agedviolet:1;bay_duiker:1"
"ACP000evj0"	"bay_duiker:1"
"ACP000evj1"	"agedviolet:1;bay_duiker:1"
"ACP000evj2"	"agedviolet:1;bay_duiker:1"
"ACP000evj3"	""
"ACP000evj4"	""
"ACP000evj5"	""
"ACP000evj6"	""
"ACP000evj7"	""
"ACP000evj8"	""
"ACP000evja"	"agedviolet:1;jentinks_duiker:1"
"ACP000evjc"	"agedviolet:1;jentinks_duiker:1"
"ACP000evjf"	""
"ACP000evjg"	""
"ACP000evjh"	""
"ACP000evji"	""
"ACP000evjn"	"agedviolet:1;mangabey:1;sooty:1"
"ACP000evjo"	"agedviolet:1;mangabey:1;sooty:1"
"ACP000evjp"	"eating:1;agedviolet:1;mangabey:1;sooty:1"
"ACP000evjq"	"sooty:1;agedviolet:1;mangabey:1"
"ACP000evjv"	"agedviolet:1;jentinks_duiker:1"
"ACP000evjw"	"agedviolet:1;small_grey_duiker:1"
"ACP000evjx"	"agedviolet:1;duiker:1"
"ACP000evjy"	"jentinks_duiker:1"
"ACP000evk4"	"lya:1;agedviolet:1;1_chimp:1;female:1;adult:1;chimp:1"
"ACP000evk6"	""
"ACP000evk8"	""
"ACP000evka"	""
"ACP000evkb"	""
"ACP000evkc"	""
"ACP000evkd"	""
"ACP000evke"	"agedviolet:1;small_grey_duiker:1"
"ACP000evkf"	""
"ACP000evkg"	""
"ACP000evkh"	""
"ACP000evki"	""
"ACP000evkj"	""
"ACP000evkk"	""
"ACP000evkl"	"agedviolet:1;small_grey_duiker:1"
"ACP000evkm"	"agedviolet:1;duiker:1"
"ACP000evkn"	""
"ACP000evko"	"cam-touch:1;duiker:1"
"ACP000evkp"	"agedviolet:1;small_grey_duiker:1"
"ACP000evkq"	""
"ACP000evkr"	"agedviolet:1;small_grey_duiker:1"
"ACP000evks"	""
"ACP000evkt"	""
"ACP000evku"	""
"ACP000evlb"	""
"ACP000evlc"	"agedviolet:1;mangabey:1;sooty:1"
"ACP000evld"	""
"ACP000evle"	"agedviolet:1;mangabey:1;sooty:1"
"ACP000evlf"	"bay_duiker:2;agedviolet:1"
"ACP000evlg"	""
"ACP000evlh"	"agedviolet:1;mangabey:1;sooty:1"
"ACP000evli"	"agedviolet:1;bay_duiker:1"
"ACP000evlj"	""
"ACP000evlk"	"feeding:1;sooty:1;agedviolet:1;mangabey:1"
"ACP000evll"	"bay_duiker:1;agedviolet:1"
"ACP000evlm"	"agedviolet:1;bay_duiker:1"
"ACP000evlq"	"agedviolet:1;small_grey_duiker:1"
"ACP000evlt"	""
"ACP000evlv"	"agedviolet:1;small_grey_duiker:1"
"ACP000evlx"	""
"ACP000evly"	"agedviolet:1;jentinks_duiker:1"
"ACP000evm0"	"agedviolet:1;jentinks_duiker:1"
"ACP000evm1"	"agedviolet:1;jentinks_duiker:1"
"ACP000evm2"	"agedviolet:1;jentinks_duiker:1"
"ACP000evm6"	"agedviolet:1;jentinks_duiker:1"
"ACP000evm8"	"agedviolet:1;jentinks_duiker:1"
"ACP000evm9"	"agedviolet:1;jentinks_duiker:1"
"ACP000evma"	"agedviolet:1;jentinks_duiker:1"
"ACP000evmb"	"agedviolet:1;brookes_duiker:1"
"ACP000evmc"	""
"ACP000evmd"	"agedviolet:1;brookes_duiker:1"
"ACP000evme"	"agedviolet:1;small_grey_duiker:1"
"ACP000evmf"	""
"ACP000evmg"	"agedviolet:1;small_grey_duiker:1"
"ACP000evmh"	""
"ACP000evmi"	""
"ACP000evmj"	"jentinks_duiker:1"
"ACP000evmk"	"agedviolet:1;jentinks_duiker:1"
"ACP000evml"	"agedviolet:1;jentinks_duiker:1"
"ACP000evmm"	"agedviolet:1;jentinks_duiker:1"
"ACP000evmn"	"agedviolet:1;small_grey_duiker:1"
"ACP000evmo"	""
"ACP000evmp"	"agedviolet:1;small_grey_duiker:1"
"ACP000evmr"	""
"ACP000evmz"	"jentinks_duiker:1;agedviolet:1"
"ACP000evn0"	""
"ACP000evn1"	""
"ACP000evn2"	"agedviolet:1;jentinks_duiker:1"
"ACP000evnf"	""
"ACP000evng"	""
"ACP000evnh"	"agedviolet:1;small_grey_duiker:1"
"ACP000evni"	""
"ACP000evnj"	""
"ACP000evnk"	""
"ACP000evnl"	""
"ACP000evnm"	""
"ACP000evnz"	"social_interaction:1;aged_violet:1;small_grey_duiker:1"
"ACP000evo0"	""
"ACP000evo1"	""
"ACP000evo3"	""
"ACP000evod"	"agedviolet:1;jentinks_duiker:1"
"ACP000evof"	""
"ACP000evoh"	"agedviolet:1;jentinks_duiker:1"
"ACP000evoi"	""
"ACP000evoj"	""
"ACP000evok"	""
"ACP000evom"	"agedviolet:1;small_grey_duiker:1"
"ACP000evoo"	""
"ACP000evop"	"agedviolet:1;social_interaction:1;small_grey_duiker:1"
"ACP000evor"	""
"ACP000evos"	"agedviolet:1;small_grey_duiker:1"
"ACP000evou"	"agedviolet:1;small_grey_duiker:1"
"ACP000evov"	""
"ACP000evow"	""
"ACP000evox"	""
"ACP000evoy"	"agedviolet:1;small_grey_duiker:1"
"ACP000evoz"	""
"ACP000evp0"	"agedviolet:1;small_grey_duiker:1"
"ACP000evp1"	""
"ACP000evp2"	""
"ACP000evp3"	"agedviolet:1;small_grey_duiker:1"
"ACP000evp4"	""
"ACP000evp5"	""
"ACP000evp6"	"agedviolet:1;jentinks_duiker:1"
"ACP000evp7"	""
"ACP000evp8"	""
"ACP000evp9"	"agedviolet:1;jentinks_duiker:1"
"ACP000evpa"	""
"ACP000evpb"	"agedviolet:1;small_grey_duiker:1"
"ACP000evpc"	"agedviolet:1;jentinks_duiker:1"
"ACP000evpd"	""
"ACP000evpe"	"agedviolet:1;jentinks_duiker:1"
"ACP000evpf"	"agedviolet:1;jentinks_duiker:1"
"ACP000evpg"	"jentinks_duiker:1"
"ACP000evph"	"agedviolet:1;jentinks_duiker:1"
"ACP000evpi"	"agedviolet:1;jentinks_duiker:1"
"ACP000evpj"	"agedviolet:1;jentinks_duiker:1"
"ACP000evpk"	"agedviolet:1;jentinks_duiker:1"
"ACP000evpn"	""
"ACP000evpq"	"agedviolet:1;jentinks_duiker:1"
"ACP000evq2"	"agedviolet:1;small_grey_duiker:1"
"ACP000evq3"	"agedviolet:1;small_grey_duiker:1"
"ACP000evq5"	"agedviolet:1;small_grey_duiker:1"
"ACP000evq6"	""
"ACP000evq7"	""
"ACP000evq8"	"agedviolet:1;small_grey_duiker:1"
"ACP000evq9"	""
"ACP000evqa"	""
"ACP000evqb"	"agedviolet:1;jentinks_duiker:1"
"ACP000evqc"	"agedviolet:1;jentinks_duiker:1"
"ACP000evqd"	"agedviolet:1;jentinks_duiker:1"
"ACP000evqe"	"jentinks_duiker:1"
"ACP000evqg"	""
"ACP000evqi"	""
"ACP000evqk"	""
"ACP000evqm"	"agedviolet:1;small_grey_duiker:1"
"ACP000evqn"	"agedviolet:1;small_grey_duiker:1"
"ACP000evqo"	"agedviolet:1;white_legged:1;agv:1;small_grey_duiker:1"
"ACP000evqp"	""
"ACP000evqq"	""
"ACP000evqv"	""
"ACP000evqw"	"agedviolet:1;small_grey_duiker:1"
"ACP000evqx"	"agedviolet:1;small_grey_duiker:1"
"ACP000evqy"	""
"ACP000evrb"	"agedviolet:1;jentinks_duiker:1"
"ACP000evrc"	""
"ACP000evrd"	"jentinks_duiker:1"
"ACP000evre"	"agedviolet:2;jentinks_duiker:2"
"ACP000evs5"	""
"ACP000evs7"	""
"ACP000evs9"	""
"ACP000evsa"	"agedviolet:1;duiker:1"
"ACP000evsb"	""
"ACP000evsc"	""
"ACP000evsd"	""
"ACP000evse"	""
"ACP000evsf"	""
"ACP000evsg"	""
"ACP000evsh"	""
"ACP000evsi"	""
"ACP000evsj"	""
"ACP000evsk"	"agedviolet:1;small_grey_duiker:1"
"ACP000evsl"	""
"ACP000evsm"	""
"ACP000evsn"	"agedviolet:1;small_grey_duiker:1"
"ACP000evso"	""
"ACP000evsp"	"agedviolet:1;small_grey_duiker:1"
"ACP000evsq"	"agedviolet:1;small_grey_duiker:1"
"ACP000evsr"	"agedviolet:1;jentinks_duiker:1"
"ACP000evss"	"agedviolet:1;small_grey_duiker:1"
"ACP000evst"	""
"ACP000evsu"	"agedviolet:1;jentinks_duiker:1"
"ACP000evsv"	""
"ACP000evsw"	"jentinks_duiker:1;agedviolet:1;duiker:1"
"ACP000evsx"	""
"ACP000evsy"	"agedviolet:1;jentinks_duiker:1"
"ACP000evsz"	"agedviolet:1;jentinks_duiker:1"
"ACP000evt0"	"agedviolet:1;jentinks_duiker:1"
"ACP000evt1"	"grooming:1;agedviolet:1;jentinks_duiker:1"
"ACP000evt2"	"grooming:1;agedviolet:1;jentinks_duiker:1"
"ACP000evt3"	"agedviolet:2;duiker:2;bat:1;multispecies:1"
"ACP000evt4"	"agedviolet:1;bat:1"
"ACP000evt5"	"creepy:1;dailyzoo:1;bat:1"
"ACP000evt6"	"bat:2;dailyzoo:1;agedviolet:1"
"ACP000evt7"	""
"ACP000evt8"	""
"ACP000evt9"	""
"ACP000evta"	""
"ACP000evtb"	"agedviolet:1;small_grey_duiker:1"
"ACP000evtc"	""
"ACP000evtd"	""
"ACP000evte"	""
"ACP000evtj"	""
"ACP000evtk"	"agedviolet:1;jentinks_duiker:1"
"ACP000evtl"	""
"ACP000evtm"	""
"ACP000evtn"	""
"ACP000evto"	"agedviolet:1;jentinks_duiker:1"
"ACP000evtp"	""
"ACP000evtr"	"agedviolet:1;jentinks_duiker:1"
"ACP000evu3"	"agedviolet:1;jentinks_duiker:1"
"ACP000evu4"	""
"ACP000evu5"	"bat:1;agedviolet:1;jentinks_duiker:1"
"ACP000evu6"	"jentinks_duiker:2;agedviolet:1"
"ACP000evu7"	"agedviolet:1;jentinks_duiker:1"
"ACP000evu8"	""
"ACP000evu9"	""
"ACP000evua"	""
"ACP000evub"	"agedviolet:1;small_grey_duiker:1"
"ACP000evuc"	"agedviolet:2;small_grey_duiker:2;red_duiker:1"
"ACP000evud"	""
"ACP000evue"	""
"ACP000evun"	"agedviolet:1;small_grey_duiker:1"
"ACP000evuo"	"agedviolet:1;small_grey_duiker:1"
"ACP000evup"	"agedviolet:1;small_grey_duiker:1"
"ACP000evuq"	"agedviolet:1;small_grey_duiker:1"
"ACP000evur"	"aged_violet:1;small_grey_duiker:1"
"ACP000evus"	""
"ACP000evut"	""
"ACP000evuu"	""
"ACP000evuv"	"agedviolet:1;jentinks_duiker:1"
"ACP000evuw"	"agedviolet:1;red_river_hog:1"
"ACP000evux"	"agedviolet:1;jentinks_duiker:1"
"ACP000evuy"	"agedviolet:1;jentinks_duiker:1"
"ACP000evv7"	""
"ACP000evv8"	""
"ACP000evv9"	""
"ACP000evva"	""
"ACP000evvb"	"agedviolet:1;jentinks_duiker:1"
"ACP000evvd"	""
"ACP000evvf"	""
"ACP000evvh"	"agedviolet:1;jentinks_duiker:1"
"ACP000evvn"	"agedviolet:1;brookes_duiker:1"
"ACP000evvo"	"agedviolet:1;brookes_duiker:1"
"ACP000evvp"	"brookes_duiker:1"
"ACP000evvq"	"brookes_duiker:1;agedviolet:1"
"ACP000evvx"	"agedviolet:1;brookes_duiker:1"
"ACP000evvz"	"agedviolet:1;brookes_duiker:1"
"ACP000evw1"	"agedviolet:1;brookes_duiker:1"
"ACP000evw2"	"agedviolet:1;brookes_duiker:1"
"ACP000evw8"	"agedviolet:1;small_grey_duiker:1"
"ACP000evwa"	"agedviolet:2;small_grey_duiker:2"
"ACP000evwc"	"agedviolet:1;brookes_duiker:1"
"ACP000evwe"	"agedviolet:1;small_grey_duiker:1"
"ACP000evwf"	"agedviolet:1;small_grey_duiker:1"
"ACP000evwg"	"agedviolet:1;small_grey_duiker:1"
"ACP000evwh"	""
"ACP000evwi"	""
"ACP000evwn"	""
"ACP000evwo"	""
"ACP000evwp"	""
"ACP000evwq"	""
"ACP000evwr"	"agedviolet:1;small_grey_duiker:1"
"ACP000evws"	""
"ACP000evwt"	""
"ACP000evwu"	"agedviolet:1;brookes_duiker:1"
"ACP000evwv"	""
"ACP000evww"	""
"ACP000evwx"	""
"ACP000evwy"	""
"ACP000evxl"	"agedviolet:1;small_grey_duiker:1"
"ACP000evxo"	""
"ACP000evxr"	"agedviolet:1;small_grey_duiker:1"
"ACP000evxt"	""
"ACP000evxv"	""
"ACP000evxw"	""
"ACP000evxx"	""
"ACP000evxy"	""
"ACP000evxz"	""
"ACP000evy0"	"agv:1;agedviolet:1;jentinks_duiker:1"
"ACP000evy1"	""
"ACP000evy2"	"agedviolet:1;small_grey_duiker:1"
"ACP000evy3"	"agedviolet:1;jentinks_duiker:1"
"ACP000evy4"	""
"ACP000evy5"	"agedviolet:1;jentinks_duiker:1"
"ACP000evy6"	""
"ACP000evy7"	""
"ACP000evy8"	""
"ACP000evy9"	""
"ACP000evya"	""
"ACP000evyj"	"water_chevrotain:2;agedviolet:1"
"ACP000evyk"	""
"ACP000evyl"	"water_chevrotain:2;agedviolet:1"
"ACP000evym"	"agedviolet:1;small_grey_duiker:1"
"ACP000evyn"	""
"ACP000evyo"	""
"ACP000evyp"	""
"ACP000evyq"	""
"ACP000evyr"	""
"ACP000evys"	"jentinks_duiker:1"
"ACP000evyu"	""
"ACP000evyw"	""
"ACP000evyz"	"agedviolet:1;water_chevrotain:1"
"ACP000evz0"	""
"ACP000evz1"	""
"ACP000evz2"	""
"ACP000evz3"	""
"ACP000evz4"	""
"ACP000evz5"	""
"ACP000evz6"	""
"ACP000evz7"	""
"ACP000evz8"	""
"ACP000evz9"	""
"ACP000evza"	""
"ACP000evzb"	"agedviolet:1;small_grey_duiker:1"
"ACP000evzc"	"agedviolet:1;small_grey_duiker:1"
"ACP000evzd"	""
"ACP000evze"	""
"ACP000evzh"	"agedviolet:1;small_grey_duiker:1"
"ACP000evzj"	""
"ACP000evzl"	""
"ACP000evzm"	""
"ACP000evzn"	""
"ACP000evzo"	""
"ACP000evzp"	""
"ACP000evzq"	""
"ACP000evzr"	"agedviolet:1;small_grey_duiker:1"
"ACP000evzs"	"agedviolet:1;small_grey_duiker:1"
"ACP000evzt"	""
"ACP000evzu"	""
"ACP000ew05"	"agedviolet:1;jentinks_duiker:1"
"ACP000ew07"	""
"ACP000ew09"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew0a"	""
"ACP000ew0b"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew0c"	""
"ACP000ew0d"	""
"ACP000ew0e"	""
"ACP000ew0j"	""
"ACP000ew0k"	""
"ACP000ew0l"	""
"ACP000ew0m"	""
"ACP000ew0n"	""
"ACP000ew0o"	""
"ACP000ew0p"	""
"ACP000ew0q"	""
"ACP000ew0r"	""
"ACP000ew0s"	""
"ACP000ew0t"	""
"ACP000ew0u"	""
"ACP000ew0v"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew0w"	"small_grey_duiker:1;agedviolet:1"
"ACP000ew0x"	""
"ACP000ew0y"	""
"ACP000ew0z"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew10"	""
"ACP000ew11"	""
"ACP000ew12"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew19"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew1b"	""
"ACP000ew1d"	"agedviolet:1;duiker:1"
"ACP000ew1e"	""
"ACP000ew1f"	"agedviolet:1;duiker:1"
"ACP000ew1g"	""
"ACP000ew1h"	""
"ACP000ew1i"	""
"ACP000ew1o"	""
"ACP000ew1q"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew1s"	""
"ACP000ew1u"	""
"ACP000ew1v"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew1w"	""
"ACP000ew1x"	""
"ACP000ew1y"	""
"ACP000ew2f"	""
"ACP000ew2g"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew2h"	""
"ACP000ew2i"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew2j"	""
"ACP000ew2k"	"agedviolet:2;small_grey_duiker:2"
"ACP000ew2l"	""
"ACP000ew2m"	""
"ACP000ew2n"	""
"ACP000ew2o"	""
"ACP000ew2p"	"agedviolet:1;duiker:1"
"ACP000ew2q"	""
"ACP000ew2r"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew2s"	"small_grey_duiker:1;agedviolet:1"
"ACP000ew2t"	""
"ACP000ew2u"	""
"ACP000ew2v"	""
"ACP000ew2w"	""
"ACP000ew2x"	""
"ACP000ew2y"	""
"ACP000ew2z"	"agedviolet:1;brookes_duiker:1"
"ACP000ew30"	"agedviolet:1;brookes_duiker:1;red_duiker:1"
"ACP000ew31"	"agedviolet:1;brookes_duiker:1"
"ACP000ew32"	"agedviolet:1;brookes_duiker:1"
"ACP000ew33"	""
"ACP000ew34"	""
"ACP000ew35"	""
"ACP000ew36"	""
"ACP000ew37"	"small_grey_duiker:1;agedviolet:1"
"ACP000ew38"	""
"ACP000ew39"	""
"ACP000ew3a"	""
"ACP000ew3b"	"agedviolet:1;jentinks_duiker:1"
"ACP000ew3c"	"agedviolet:1;jentinks_duiker:1"
"ACP000ew3d"	"agedviolet:1;jentinks_duiker:1"
"ACP000ew3e"	""
"ACP000ew3f"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew3g"	""
"ACP000ew3h"	""
"ACP000ew3i"	""
"ACP000ew3j"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew3k"	""
"ACP000ew3l"	""
"ACP000ew3m"	""
"ACP000ew3v"	""
"ACP000ew3w"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew3x"	""
"ACP000ew3y"	"agedviolet:1;jentinks_duiker:1"
"ACP000ew3z"	""
"ACP000ew40"	""
"ACP000ew41"	""
"ACP000ew42"	""
"ACP000ew43"	"agedviolet:1;bay_duiker:1"
"ACP000ew44"	""
"ACP000ew45"	""
"ACP000ew46"	""
"ACP000ew4b"	""
"ACP000ew4c"	""
"ACP000ew4d"	"bat:1;agedviolet:1;jentinks_duiker:1"
"ACP000ew4e"	""
"ACP000ew4f"	""
"ACP000ew4g"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew4h"	""
"ACP000ew4i"	""
"ACP000ew4r"	"camtouch:1;camera_reaction:1;jentinks_duiker:1;agedviolet:1;camera_touch:1"
"ACP000ew4s"	"agedviolet:1;jentinks_duiker:1"
"ACP000ew4t"	"agedviolet:1;jentinks_duiker:1"
"ACP000ew4u"	""
"ACP000ew4v"	"agedviolet:1;jentinks_duiker:1"
"ACP000ew4w"	""
"ACP000ew4x"	""
"ACP000ew4y"	""
"ACP000ew57"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew58"	""
"ACP000ew59"	""
"ACP000ew5a"	""
"ACP000ew5b"	""
"ACP000ew5c"	""
"ACP000ew5d"	""
"ACP000ew5e"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew5f"	"selfie:1;jentinks_duiker:1;agedviolet:1;duiker:1"
"ACP000ew5g"	"agedviolet:1;jentinks_duiker:1;camera_reaction:1"
"ACP000ew5h"	"jentinks_duiker:3;agedviolet:1"
"ACP000ew5i"	"agedviolet:1;bat:1"
"ACP000ew5j"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew5l"	""
"ACP000ew5n"	""
"ACP000ew5q"	""
"ACP000ew5z"	""
"ACP000ew60"	""
"ACP000ew61"	"agedviolet:1;bay_duiker:1"
"ACP000ew62"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew63"	"agedviolet:2;bay_duiker:2"
"ACP000ew64"	""
"ACP000ew65"	"bay_duiker:1;agedviolet:1;brookes-duiker:1"
"ACP000ew66"	""
"ACP000ew6f"	"agedviolet:1;bay_duiker:1"
"ACP000ew6g"	"agedviolet:1;bay_duiker:1"
"ACP000ew6h"	""
"ACP000ew6i"	""
"ACP000ew6r"	""
"ACP000ew6s"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew6t"	""
"ACP000ew6u"	"agedviolet:1;jentinks_duiker:1"
"ACP000ew6v"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew6w"	""
"ACP000ew6x"	"agedviolet:1;jentinks_duiker:1"
"ACP000ew6y"	"agedviolet:1;jentinks_duiker:1"
"ACP000ew6z"	"agedviolet:1;small-grey_duiker:1"
"ACP000ew70"	""
"ACP000ew71"	"multispecies:1;agedviolet:1;jentinks_duiker:1;bat:1"
"ACP000ew72"	""
"ACP000ew73"	""
"ACP000ew74"	""
"ACP000ew75"	""
"ACP000ew76"	""
"ACP000ew77"	""
"ACP000ew78"	""
"ACP000ew79"	""
"ACP000ew7a"	""
"ACP000ew7b"	""
"ACP000ew7c"	""
"ACP000ew7d"	"agedviolet:1;bird:1"
"ACP000ew7e"	""
"ACP000ew7f"	"agedviolet:1;brookes_duiker:1"
"ACP000ew7g"	"agedviolet:1;brookes_duiker:1"
"ACP000ew7h"	"agedviolet:1;brookes_duiker:1"
"ACP000ew7i"	"agedviolet:1;brookes_duiker:1"
"ACP000ew7n"	"agedviolet:2;small_grey_duiker:2"
"ACP000ew7o"	""
"ACP000ew7p"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew7q"	""
"ACP000ew7r"	"omit:1;non-ape:1;agedviolet:1;mangabey:1;sooty:1"
"ACP000ew7u"	""
"ACP000ew7x"	""
"ACP000ew80"	""
"ACP000ew87"	""
"ACP000ew88"	""
"ACP000ew89"	""
"ACP000ew8a"	""
"ACP000ew8c"	""
"ACP000ew8e"	""
"ACP000ew8g"	""
"ACP000ew8i"	""
"ACP000ew8j"	"agedviolet:1;bay_duiker:1"
"ACP000ew8k"	"agedviolet:1;bay_duiker:1"
"ACP000ew8l"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew8m"	"agedviolet:1;brookes_duiker:1"
"ACP000ew8o"	""
"ACP000ew8p"	"agedviolet:1;bay_duiker:1"
"ACP000ew8r"	""
"ACP000ew8t"	"agedviolet:1;duiker:1"
"ACP000ew8v"	""
"ACP000ew8w"	"agedviolet:1;jentinks_duiker:1"
"ACP000ew8x"	"agedviolet:1;jentinks_duiker:1"
"ACP000ew8y"	"agedviolet:1;jentinks_duiker:1"
"ACP000ew8z"	"agedviolet:1;small_grey_duiker:1"
"ACP000ew90"	""
"ACP000ew91"	""
"ACP000ew92"	""
"ACP000ew93"	"agedviolet:1;brookes_duiker:1"
"ACP000ew94"	""
"ACP000ew95"	""
"ACP000ew96"	""
"ACP000ew97"	""
"ACP000ew98"	""
"ACP000ew99"	""
"ACP000ew9a"	""
