"Video.ID"	"Vernacular.Name"	"Species"	"Umbrella.Duiker.Species"	"Umbrella.Species"	"Number.Individuals"
"TaiEast_1_loc29_20140627_EK000009"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20140627_EK000010"	"Bay_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141103_EK000005"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20141103_EK000006"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141103_EK000007"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141103_EK000008"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	4
"TaiEast_1_loc29_20141103_EK000009"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20141103_EK000010"	"Pygmy_hippopotamus"	"hippopotamus"	"hippopotamus"	"hippopotamus"	1
"TaiEast_1_loc29_20141103_EK000012"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	3
"TaiEast_1_loc29_20141103_EK000015"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141103_EK000017"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141103_EK000018"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	3
"TaiEast_1_loc29_20141103_EK000019"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141103_EK000020"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141103_EK000021"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20141103_EK000022"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20141103_EK000025"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141103_EK000026"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_1_loc29_20141103_EK000027"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141103_EK000027"	"Squirrel"	"rodent"	"rodent"	"rodent"	1
"TaiEast_1_loc29_20141103_EK000031"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	3
"TaiEast_1_loc29_20141103_EK000032"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141103_EK000033"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_1_loc29_20141103_EK000034"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_1_loc29_20141103_EK000036"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	4
"TaiEast_1_loc29_20141103_EK000037"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141103_EK000038"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141103_EK000041"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	3
"TaiEast_1_loc29_20141103_EK000042"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141103_EK000043"	"Duiker_sp"	"duiker.sp"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141103_EK000045"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000004"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	4
"TaiEast_1_loc29_20141118_EK000005"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	3
"TaiEast_1_loc29_20141118_EK000006"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000007"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20141118_EK000010"	"Jentinks_duiker"	"Jentink's duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000012"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20141118_EK000014"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000015"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000016"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000018"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20141118_EK000019"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20141118_EK000020"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000021"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_1_loc29_20141118_EK000022"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_1_loc29_20141118_EK000023"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000024"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20141118_EK000025"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000026"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20141118_EK000028"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000029"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20141118_EK000030"	"Red_river_hog"	"red river hog"	"hog"	"hog"	1
"TaiEast_1_loc29_20141118_EK000031"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000032"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000033"	"Jentinks_duiker"	"Jentink's duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000034"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20141118_EK000036"	"Jentinks_duiker"	"Jentink's duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000037"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000038"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000039"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_1_loc29_20141118_EK000040"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000040"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000041"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000042"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20141118_EK000046"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000049"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000050"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000051"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20141118_EK000052"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20141118_EK000053"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000054"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_1_loc29_20141118_EK000055"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000056"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000057"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000059"	"Jentinks_duiker"	"Jentink's duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000060"	"Sooty_mangabey"	"other (primate)"	"other (primate)"	"other (primate)"	1
"TaiEast_1_loc29_20141118_EK000061"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000062"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000064"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20141118_EK000066"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20150121_EK000011"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20150121_EK000013"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20150121_EK000021"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_1_loc29_20150121_EK000023"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20150121_EK000023"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20150121_EK000034"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20150121_EK000040"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_1_loc29_20150121_EK000049"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20150121_EK000059"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	3
"TaiEast_1_loc29_20150121_EK000065"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20150121_EK000083"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20150121_EK000084"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20150121_EK000088"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20150121_EK000089"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_1_loc29_20150121_EK000100"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20150121_EK000114"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_1_loc29_20150121_EK000119"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20150121_EK000121"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_1_loc29_20150121_EK000122"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_10_loc33_20140628_EK000007"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_10_loc33_20140628_EK000010"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_10_loc33_20140628_EK000011"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_10_loc33_20140628_EK000012"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_10_loc33_20140628_EK000014"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_10_loc33_20140628_EK000015"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_10_loc33_20140628_EK000016"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_10_loc33_20140628_EK000017"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_10_loc33_20140628_EK000018"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_10_loc33_20140628_EK000019"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_10_loc34_20140709_EK000007"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_10_loc34_20140709_EK000009"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_10_loc34_20140709_EK000010"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_10_loc34_20140709_EK000011"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_10_loc34_20140709_EK000012"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_10_loc34_20140709_EK000014"	"Marsh_mongoose"	"other (non-primate)"	"other (non-primate)"	"other (non-primate)"	1
"TaiEast_10_loc34_20140709_EK000016"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_10_loc34_20140709_EK000017"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_10_loc34_20140709_EK000018"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_10_loc34_20140709_EK000019"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_10_loc34_20140709_EK000021"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	4
"TaiEast_10_loc34_20140709_EK000022"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_10_loc34_20140709_EK000023"	"Giant_ground_pangolin"	"pangolin"	"pangolin"	"pangolin"	1
"TaiEast_10_loc34_20140709_EK000024"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_10_loc34_20140709_EK000025"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_10_loc34_20140709_EK000026"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_10_loc34_20140709_EK000028"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_10_loc34_20140709_EK000030"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_10_loc34_20140709_EK000031"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_10_loc34_20140709_EK000032"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_10_loc34_20140709_EK000033"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_10_loc34_20140709_EK000034"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_10_loc34_20140709_EK000035"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_10_loc34_20140709_EK000036"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_10_loc34_20140709_EK000039"	"Squirrel"	"rodent"	"rodent"	"rodent"	1
"TaiEast_10_loc34_20140709_EK000040"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_10_loc34_20140709_EK000041"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_10_loc34_20140709_EK000045"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	3
"TaiEast_11_loc60_20140702_EK000011"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000012"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000013"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000014"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000015"	"Bay_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000016"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_11_loc60_20140702_EK000017"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000019"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140702_EK000022"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000024"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_11_loc60_20140702_EK000026"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000027"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000028"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000029"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000030"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_11_loc60_20140702_EK000032"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000033"	"Bay_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000034"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000036"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_11_loc60_20140702_EK000037"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140702_EK000042"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000043"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000046"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	3
"TaiEast_11_loc60_20140702_EK000047"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140702_EK000048"	"Bay_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000050"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	3
"TaiEast_11_loc60_20140702_EK000051"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	3
"TaiEast_11_loc60_20140702_EK000052"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	3
"TaiEast_11_loc60_20140702_EK000054"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000055"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000056"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000057"	"Duiker_sp"	"duiker.sp"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000058"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000060"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000061"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000062"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000063"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140702_EK000064"	"Zebra_duiker"	"zebra duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140702_EK000066"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_11_loc60_20140702_EK000068"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000006"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_11_loc60_20140804_EK000007"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140804_EK000008"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000009"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000013"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000014"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	3
"TaiEast_11_loc60_20140804_EK000015"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140804_EK000018"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000019"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	3
"TaiEast_11_loc60_20140804_EK000020"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000021"	"Bay_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000022"	"Sooty_mangabey"	"other (primate)"	"other (primate)"	"other (primate)"	4
"TaiEast_11_loc60_20140804_EK000023"	"Sooty_mangabey"	"other (primate)"	"other (primate)"	"other (primate)"	11
"TaiEast_11_loc60_20140804_EK000024"	"Sooty_mangabey"	"other (primate)"	"other (primate)"	"other (primate)"	7
"TaiEast_11_loc60_20140804_EK000025"	"Sooty_mangabey"	"other (primate)"	"other (primate)"	"other (primate)"	2
"TaiEast_11_loc60_20140804_EK000026"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_11_loc60_20140804_EK000027"	"Sooty_mangabey"	"other (primate)"	"other (primate)"	"other (primate)"	1
"TaiEast_11_loc60_20140804_EK000028"	"Sooty_mangabey"	"other (primate)"	"other (primate)"	"other (primate)"	4
"TaiEast_11_loc60_20140804_EK000029"	"Sooty_mangabey"	"other (primate)"	"other (primate)"	"other (primate)"	14
"TaiEast_11_loc60_20140804_EK000032"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_11_loc60_20140804_EK000033"	"blank"	"blank"	"blank"	"blank"	NA
"TaiEast_11_loc60_20140804_EK000034"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000036"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140804_EK000038"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000039"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000040"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000041"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000042"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140804_EK000043"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000044"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000046"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140804_EK000047"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000048"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000049"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000050"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000051"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000052"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140804_EK000053"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140804_EK000054"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140804_EK000055"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000056"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	3
"TaiEast_11_loc60_20140804_EK000058"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000059"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140804_EK000060"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000061"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140804_EK000062"	"Duiker_sp"	"duiker.sp"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000063"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000064"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000067"	"Bay_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000070"	"Ogilbys_duiker"	"red duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000070"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000072"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140804_EK000073"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000074"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140804_EK000075"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140804_EK000076"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000077"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	2
"TaiEast_11_loc60_20140804_EK000078"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000079"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
"TaiEast_11_loc60_20140804_EK000081"	"Maxwells_duiker"	"small grey duiker"	"duiker"	"hoofed.animal"	1
