"Video.ID"	"PE.Species"	"Consensus.Species"	"Consensus.Prop"	"Prop.Agreement"	"Consensus.Type"
"TaiEast_1_loc29_20140627_EK000009"	"small grey duiker"	"small grey duiker"	0.8	0.8	"Consensus reached"
"TaiEast_1_loc29_20140627_EK000010"	"red duiker"	"red duiker"	0.75	0.75	"Consensus reached"
"TaiEast_1_loc29_20141103_EK000005"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141103_EK000006"	"red duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141103_EK000007"	"red duiker"	"red duiker"	0.625	0.625	"Consensus reached"
"TaiEast_1_loc29_20141103_EK000008"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_1_loc29_20141103_EK000009"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141103_EK000012"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_1_loc29_20141103_EK000015"	"small grey duiker"	"small grey duiker"	0.714285714285714	0.714285714285714	"Consensus reached"
"TaiEast_1_loc29_20141103_EK000017"	"small grey duiker"	"red duiker"	0.833333333333333	0.166666666666667	"Consensus reached"
"TaiEast_1_loc29_20141103_EK000019"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_1_loc29_20141103_EK000020"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141103_EK000021"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141103_EK000022"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141103_EK000026"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_1_loc29_20141103_EK000031"	"small grey duiker"	"small grey duiker"	0.625	0.625	"Consensus reached"
"TaiEast_1_loc29_20141103_EK000032"	"small grey duiker"	"red duiker"	0.6	0.4	"Consensus reached"
"TaiEast_1_loc29_20141103_EK000033"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_1_loc29_20141103_EK000034"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_1_loc29_20141103_EK000036"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_1_loc29_20141103_EK000037"	"small grey duiker"	"small grey duiker"	0.5	0.5	"Consensus reached"
"TaiEast_1_loc29_20141103_EK000038"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141103_EK000041"	"small grey duiker"	"small grey duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_1_loc29_20141103_EK000042"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_1_loc29_20141103_EK000045"	"small grey duiker"	"red duiker"	0.5	0.375	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000004"	"small grey duiker"	"small grey duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000005"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_1_loc29_20141118_EK000006"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_1_loc29_20141118_EK000007"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141118_EK000012"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141118_EK000014"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141118_EK000016"	"red duiker"	"red duiker"	1	1	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000018"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141118_EK000019"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141118_EK000020"	"small grey duiker"	"small grey duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000021"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000022"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000023"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000024"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141118_EK000025"	"red duiker"	"red duiker"	1	1	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000026"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141118_EK000028"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_1_loc29_20141118_EK000029"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141118_EK000030"	"red river hog"	"red river hog"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000031"	"red duiker"	"red duiker"	0.625	0.625	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000032"	"red duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_1_loc29_20141118_EK000033"	"Jentink's duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_1_loc29_20141118_EK000034"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141118_EK000037"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000038"	"small grey duiker"	"small grey duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000039"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000041"	"small grey duiker"	"small grey duiker"	0.571428571428571	0.571428571428571	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000042"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141118_EK000050"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141118_EK000051"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141118_EK000052"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141118_EK000054"	"small grey duiker"	"small grey duiker"	0.625	0.625	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000055"	"red duiker"	"red duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000056"	"red duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_1_loc29_20141118_EK000057"	"red duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20141118_EK000059"	"Jentink's duiker"	"Jentink's duiker"	0.625	0.625	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000061"	"red duiker"	"red duiker"	0.875	0.875	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000062"	"red duiker"	"red duiker"	1	1	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000064"	"red duiker"	"red duiker"	0.875	0.875	"Consensus reached"
"TaiEast_1_loc29_20141118_EK000066"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20150121_EK000013"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20150121_EK000021"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_1_loc29_20150121_EK000034"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_1_loc29_20150121_EK000040"	"small grey duiker"	"small grey duiker"	0.857142857142857	0.857142857142857	"Consensus reached"
"TaiEast_1_loc29_20150121_EK000049"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20150121_EK000083"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_1_loc29_20150121_EK000084"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_1_loc29_20150121_EK000088"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20150121_EK000089"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20150121_EK000100"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_1_loc29_20150121_EK000114"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_1_loc29_20150121_EK000119"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_1_loc29_20150121_EK000121"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_1_loc29_20150121_EK000122"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_10_loc33_20140628_EK000007"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_10_loc33_20140628_EK000010"	"blank"	"human"	0.714285714285714	0	"Consensus reached"
"TaiEast_10_loc33_20140628_EK000011"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_10_loc33_20140628_EK000012"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_10_loc33_20140628_EK000014"	"blank"	"human"	0.833333333333333	0	"Consensus reached"
"TaiEast_10_loc33_20140628_EK000015"	"blank"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_10_loc33_20140628_EK000016"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_10_loc33_20140628_EK000018"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_10_loc33_20140628_EK000019"	"blank"	"leopard"	0.8	0	"Consensus reached"
"TaiEast_10_loc34_20140709_EK000007"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_10_loc34_20140709_EK000009"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_10_loc34_20140709_EK000010"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_10_loc34_20140709_EK000011"	"red duiker"	"red duiker"	0.875	0.875	"Consensus reached"
"TaiEast_10_loc34_20140709_EK000014"	"other (non-primate)"	"other (non-primate)"	0.5	0.5	"Consensus reached"
"TaiEast_10_loc34_20140709_EK000016"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_10_loc34_20140709_EK000017"	"red duiker"	"red duiker"	1	1	"Consensus reached"
"TaiEast_10_loc34_20140709_EK000018"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_10_loc34_20140709_EK000021"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_10_loc34_20140709_EK000022"	"small grey duiker"	"small grey duiker"	0.714285714285714	0.714285714285714	"Consensus reached"
"TaiEast_10_loc34_20140709_EK000023"	"pangolin"	"blank"	NA	NA	"Consensus blank"
"TaiEast_10_loc34_20140709_EK000024"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_10_loc34_20140709_EK000025"	"small grey duiker"	"small grey duiker"	0.714285714285714	0.714285714285714	"Consensus reached"
"TaiEast_10_loc34_20140709_EK000026"	"blank"	"small grey duiker"	0.777777777777778	0	"Consensus reached"
"TaiEast_10_loc34_20140709_EK000028"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_10_loc34_20140709_EK000030"	"red duiker"	"red duiker"	0.636363636363636	0.636363636363636	"Consensus reached"
"TaiEast_10_loc34_20140709_EK000031"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_10_loc34_20140709_EK000032"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_10_loc34_20140709_EK000033"	"small grey duiker"	"small grey duiker"	0.6	0.6	"Consensus reached"
"TaiEast_10_loc34_20140709_EK000035"	"small grey duiker"	"small grey duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_10_loc34_20140709_EK000036"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_10_loc34_20140709_EK000039"	"rodent"	"rodent"	0.6	0.6	"Consensus reached"
"TaiEast_10_loc34_20140709_EK000040"	"red duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_10_loc34_20140709_EK000041"	"small grey duiker"	"small grey duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_10_loc34_20140709_EK000045"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000011"	"red duiker"	"red duiker"	0.875	0.875	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000012"	"small grey duiker"	"small grey duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000013"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000014"	"small grey duiker"	"small grey duiker"	0.8	0.8	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000015"	"red duiker"	"red duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000016"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140702_EK000017"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140702_EK000019"	"small grey duiker"	"small grey duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000022"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000026"	"red duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140702_EK000027"	"small grey duiker"	"small grey duiker"	0.583333333333333	0.583333333333333	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000029"	"red duiker"	"red duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000030"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140702_EK000032"	"small grey duiker"	"red duiker"	0.545454545454545	0.363636363636364	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000033"	"red duiker"	"red duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000034"	"red duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_11_loc60_20140702_EK000036"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140702_EK000037"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000043"	"red duiker"	"red duiker"	0.75	0.75	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000046"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000047"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000048"	"red duiker"	"red duiker"	0.875	0.875	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000050"	"small grey duiker"	"small grey duiker"	0.8	0.8	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000051"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000052"	"small grey duiker"	"small grey duiker"	0.857142857142857	0.857142857142857	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000054"	"red duiker"	"red duiker"	0.7	0.7	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000055"	"red duiker"	"red duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000056"	"small grey duiker"	"small grey duiker"	0.6	0.6	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000058"	"red duiker"	"red duiker"	0.555555555555556	0.555555555555556	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000060"	"red duiker"	"red duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000061"	"red duiker"	"red duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000062"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000063"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000064"	"zebra duiker"	"zebra duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140702_EK000066"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140702_EK000068"	"small grey duiker"	"small grey duiker"	0.625	0.625	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000006"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000007"	"small grey duiker"	"small grey duiker"	0.636363636363636	0.636363636363636	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000008"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000009"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000013"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_11_loc60_20140804_EK000014"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000015"	"small grey duiker"	"small grey duiker"	0.6	0.6	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000018"	"red duiker"	"red duiker"	0.875	0.875	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000019"	"small grey duiker"	"small grey duiker"	0.545454545454545	0.545454545454545	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000020"	"small grey duiker"	"small grey duiker"	0.8	0.8	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000021"	"red duiker"	"red duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000022"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000023"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000024"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000025"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000026"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000027"	"other (primate)"	"other (primate)"	0.875	0.875	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000028"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000029"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000032"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000033"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000034"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000036"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000038"	"small grey duiker"	"small grey duiker"	0.857142857142857	0.857142857142857	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000039"	"small grey duiker"	"small grey duiker"	0.625	0.625	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000040"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000041"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000042"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000043"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000044"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000046"	"small grey duiker"	"small grey duiker"	0.714285714285714	0.714285714285714	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000047"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000048"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000049"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000050"	"small grey duiker"	"small grey duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000051"	"small grey duiker"	"red duiker"	0.5	0.3	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000052"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000053"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000054"	"small grey duiker"	"small grey duiker"	0.6	0.6	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000056"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000058"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000059"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000060"	"small grey duiker"	"small grey duiker"	0.875	0.875	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000061"	"small grey duiker"	"small grey duiker"	0.857142857142857	0.857142857142857	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000063"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000064"	"small grey duiker"	"red duiker"	0.75	0.25	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000067"	"red duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_11_loc60_20140804_EK000072"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000073"	"small grey duiker"	"small grey duiker"	0.833333333333333	0.833333333333333	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000074"	"small grey duiker"	"small grey duiker"	0.857142857142857	0.857142857142857	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000075"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000076"	"small grey duiker"	"small grey duiker"	0.625	0.625	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000077"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000078"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000081"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000086"	"small grey duiker"	"small grey duiker"	0.857142857142857	0.857142857142857	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000087"	"small grey duiker"	"small grey duiker"	0.857142857142857	0.857142857142857	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000089"	"small grey duiker"	"small grey duiker"	0.857142857142857	0.857142857142857	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000091"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000092"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000094"	"small grey duiker"	"small grey duiker"	0.555555555555556	0.555555555555556	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000095"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000096"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000097"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000098"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000099"	"small grey duiker"	"small grey duiker"	0.5	0.5	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000103"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000104"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000105"	"zebra duiker"	"zebra duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000107"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000108"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000110"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000112"	"small grey duiker"	"red duiker"	1	0	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000113"	"small grey duiker"	"small grey duiker"	0.714285714285714	0.714285714285714	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000115"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000117"	"small grey duiker"	"small grey duiker"	0.714285714285714	0.714285714285714	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000119"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_11_loc60_20140804_EK000123"	"small grey duiker"	"small grey duiker"	0.5	0.5	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000125"	"small grey duiker"	"small grey duiker"	0.75	0.75	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000126"	"small grey duiker"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000128"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000129"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_11_loc60_20140804_EK000131"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000133"	"red duiker"	"red duiker"	0.636363636363636	0.636363636363636	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000134"	"small grey duiker"	"small grey duiker"	0.777777777777778	0.777777777777778	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000135"	"small grey duiker"	"small grey duiker"	0.666666666666667	0.666666666666667	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000139"	"small grey duiker"	"small grey duiker"	1	1	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000140"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000141"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000142"	"small grey duiker"	"small grey duiker"	0.7	0.7	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000144"	"small grey duiker"	"no consensus"	NA	NA	"All nonblank clips are nonconsensus"
"TaiEast_11_loc60_20140804_EK000145"	"small grey duiker"	"small grey duiker"	0.6	0.6	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000146"	"small grey duiker"	"small grey duiker"	0.5	0.5	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000147"	"small grey duiker"	"small grey duiker"	0.5	0.5	"Consensus reached"
"TaiEast_11_loc60_20140804_EK000149"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000150"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_11_loc60_20140804_EK000153"	"other (primate)"	"other (primate)"	1	1	"Consensus reached"
