"Clip.ID"	"Video.ID"	"PE.Species"	"Consensus.Species"	"Consensus.Prop"	"Prop.Agreement"	"Number.Blanks"	"Number.Nonblanks"
"ACP000f8iw"	"TaiEast_19_loc37_20140926_EK000159"	"blank"	"blank"	1	1	3	0
"ACP000f8ix"	"TaiEast_19_loc37_20140926_EK000182"	"duiker"	"duiker"	0.857142857142857	0.857142857142857	7	7
"ACP000f8iy"	"TaiEast_19_loc37_20140926_EK000182"	"duiker"	"duiker"	1	1	6	8
"ACP000f8iz"	"TaiEast_19_loc37_20140926_EK000159"	"blank"	"blank"	1	1	3	0
"ACP000f8j0"	"TaiEast_19_loc37_20140926_EK000173"	"duiker"	"blank"	1	0	3	0
"ACP000f8j1"	"TaiEast_19_loc37_20140926_EK000182"	"duiker"	"duiker"	0.8	0.8	10	5
"ACP000f8j2"	"TaiEast_19_loc37_20140926_EK000159"	"blank"	"blank"	1	1	3	0
"ACP000f8j3"	"TaiEast_19_loc37_20140926_EK000182"	"duiker"	"duiker"	0.75	0.75	10	4
"ACP000f8j4"	"TaiEast_19_loc37_20140926_EK000159"	"blank"	"blank"	1	1	4	0
"ACP000f8j5"	"TaiEast_19_loc37_20140926_EK000152"	"duiker"	"duiker"	0.714285714285714	0.714285714285714	7	7
"ACP000f8j6"	"TaiEast_19_loc37_20140926_EK000152"	"duiker"	"duiker"	1	1	9	6
"ACP000f8j7"	"TaiEast_19_loc37_20140926_EK000152"	"duiker"	"blank"	1	0	3	0
"ACP000f8j8"	"TaiEast_19_loc37_20140926_EK000152"	"duiker"	"blank"	1	0	3	0
"ACP000f8j9"	"TaiEast_19_loc37_20140926_EK000160"	"blank"	"blank"	1	1	3	0
"ACP000f8ja"	"TaiEast_19_loc37_20140926_EK000160"	"blank"	"blank"	1	1	3	0
"ACP000f8jb"	"TaiEast_19_loc37_20140926_EK000160"	"blank"	"blank"	1	1	3	0
"ACP000f8jc"	"TaiEast_19_loc37_20140926_EK000160"	"blank"	"blank"	1	1	3	0
"ACP000f8jd"	"TaiEast_19_loc37_20140926_EK000165"	"duiker"	"duiker"	0.857142857142857	0.857142857142857	3	7
"ACP000f8je"	"TaiEast_19_loc37_20140926_EK000165"	"duiker"	"duiker"	0.75	0.75	3	4
"ACP000f8jf"	"TaiEast_19_loc37_20140926_EK000165"	"duiker"	"duiker"	1	1	4	11
"ACP000f8jg"	"TaiEast_19_loc37_20140926_EK000129"	"duiker"	"duiker"	0.833333333333333	0.833333333333333	7	6
"ACP000f8jh"	"TaiEast_19_loc37_20140926_EK000165"	"duiker"	"presence undetermined"	NA	NA	1	1
"ACP000f8ji"	"TaiEast_19_loc37_20140926_EK000129"	"duiker"	"duiker"	0.875	0.875	5	8
"ACP000f8jj"	"TaiEast_19_loc37_20140926_EK000129"	"duiker"	"duiker"	1	1	10	5
"ACP000f8jk"	"TaiEast_19_loc37_20140926_EK000129"	"duiker"	"blank"	1	0	3	0
"ACP000f8k1"	"TaiEast_19_loc37_20140926_EK000130"	"duiker"	"blank"	1	0	3	0
"ACP000f8k2"	"TaiEast_19_loc37_20140926_EK000130"	"duiker"	"blank"	1	0	3	0
"ACP000f8k3"	"TaiEast_19_loc37_20140926_EK000130"	"duiker"	"blank"	1	0	3	0
"ACP000f8k4"	"TaiEast_19_loc37_20140926_EK000130"	"duiker"	"blank"	1	0	3	0
"ACP000f8k5"	"TaiEast_19_loc37_20140926_EK000273"	"duiker"	"presence undetermined"	NA	NA	12	2
"ACP000f8k6"	"TaiEast_19_loc37_20140926_EK000057"	"duiker"	"duiker"	0.777777777777778	0.777777777777778	1	9
"ACP000f8k7"	"TaiEast_19_loc37_20140926_EK000273"	"duiker"	"duiker"	0.666666666666667	0.666666666666667	9	6
"ACP000f8k8"	"TaiEast_19_loc37_20140926_EK000057"	"duiker"	"blank"	1	0	3	0
"ACP000f8k9"	"TaiEast_19_loc37_20140926_EK000273"	"duiker"	"blank"	1	0	3	0
"ACP000f8ka"	"TaiEast_19_loc37_20140926_EK000057"	"duiker"	"blank"	1	0	3	0
"ACP000f8kb"	"TaiEast_19_loc37_20140926_EK000273"	"duiker"	"blank"	1	0	3	0
"ACP000f8kc"	"TaiEast_19_loc37_20140926_EK000057"	"duiker"	"blank"	1	0	3	0
"ACP000f8kd"	"TaiEast_19_loc37_20140926_EK000215"	"blank"	"blank"	1	1	3	0
"ACP000f8ke"	"TaiEast_19_loc37_20140926_EK000215"	"blank"	"blank"	1	1	3	0
"ACP000f8kf"	"TaiEast_19_loc37_20140926_EK000215"	"blank"	"blank"	1	1	3	0
"ACP000f8kg"	"TaiEast_19_loc37_20140926_EK000215"	"blank"	"blank"	1	1	3	0
"ACP000f8kh"	"TaiEast_19_loc37_20140926_EK000277"	"duiker"	"blank"	1	0	3	0
"ACP000f8ki"	"TaiEast_19_loc37_20140926_EK000277"	"duiker"	"blank"	1	0	3	0
"ACP000f8kj"	"TaiEast_19_loc37_20140926_EK000277"	"duiker"	"blank"	1	0	3	0
"ACP000f8kk"	"TaiEast_19_loc37_20140926_EK000277"	"duiker"	"blank"	1	0	3	0
"ACP000f8kn"	"TaiEast_19_loc37_20140926_EK000249"	"duiker"	"blank"	1	0	3	0
"ACP000f8kp"	"TaiEast_19_loc37_20140926_EK000249"	"duiker"	"blank"	1	0	3	0
"ACP000f8kr"	"TaiEast_19_loc37_20140926_EK000249"	"duiker"	"duiker"	1	1	10	5
"ACP000f8ks"	"TaiEast_19_loc37_20140926_EK000249"	"duiker"	"duiker"	0.916666666666667	0.916666666666667	4	12
"ACP000f8l1"	"TaiEast_19_loc37_20140926_EK000144"	"human"	"human"	1	1	0	7
"ACP000f8l3"	"TaiEast_19_loc37_20140926_EK000144"	"human"	"human"	0.833333333333333	0.833333333333333	3	6
"ACP000f8l5"	"TaiEast_19_loc37_20140926_EK000144"	"human"	"human"	0.875	0.875	6	8
"ACP000f8l7"	"TaiEast_19_loc37_20140926_EK000144"	"human"	"blank"	1	0	3	0
"ACP000f8lh"	"TaiEast_19_loc37_20140926_EK000163"	"duiker"	"duiker"	0.875	0.875	5	8
"ACP000f8li"	"TaiEast_19_loc37_20140926_EK000163"	"duiker"	"blank"	1	0	3	0
"ACP000f8lk"	"TaiEast_19_loc37_20140926_EK000163"	"duiker"	"blank"	1	0	3	0
"ACP000f8lm"	"TaiEast_19_loc37_20140926_EK000163"	"duiker"	"blank"	1	0	3	0
"ACP000f8lt"	"TaiEast_19_loc37_20140707_EK000032"	"duiker"	"duiker"	1	1	2	9
"ACP000f8lu"	"TaiEast_19_loc37_20140707_EK000032"	"duiker"	"blank"	1	0	3	0
"ACP000f8lv"	"TaiEast_19_loc37_20140707_EK000032"	"duiker"	"blank"	1	0	3	0
"ACP000f8lw"	"TaiEast_19_loc37_20140707_EK000032"	"duiker"	"blank"	1	0	3	0
"ACP000f8ly"	"TaiEast_19_loc37_20140707_EK000030"	"duiker"	"presence undetermined"	NA	NA	13	2
"ACP000f8m0"	"TaiEast_19_loc37_20140707_EK000030"	"duiker"	"blank"	1	0	3	0
"ACP000f8m2"	"TaiEast_19_loc37_20140707_EK000030"	"duiker"	"blank"	1	0	3	0
"ACP000f8m4"	"TaiEast_19_loc37_20140707_EK000030"	"duiker"	"blank"	1	0	3	0
"ACP000f8m5"	"TaiEast_19_loc37_20140707_EK000010"	"duiker"	"duiker"	0.875	0.875	7	8
"ACP000f8m6"	"TaiEast_19_loc37_20140707_EK000010"	"duiker"	"blank"	1	0	3	0
"ACP000f8m7"	"TaiEast_19_loc37_20140707_EK000010"	"duiker"	"blank"	1	0	3	0
"ACP000f8m8"	"TaiEast_19_loc37_20140707_EK000010"	"duiker"	"blank"	1	0	3	0
"ACP000f8m9"	"TaiEast_19_loc37_20140707_EK000045"	"bird"	"bird"	0.875	0.875	2	8
"ACP000f8mb"	"TaiEast_19_loc37_20140707_EK000045"	"bird"	"bird"	1	1	4	7
"ACP000f8md"	"TaiEast_19_loc37_20140707_EK000045"	"bird"	"bird"	1	1	3	7
"ACP000f8mf"	"TaiEast_19_loc37_20140707_EK000045"	"bird"	"bird"	1	1	2	7
"ACP000f8mh"	"TaiEast_19_loc37_20140707_EK000037"	"duiker"	"duiker"	1	1	6	8
"ACP000f8mi"	"TaiEast_19_loc37_20140707_EK000037"	"duiker"	"blank"	1	0	3	0
"ACP000f8mj"	"TaiEast_19_loc37_20140707_EK000037"	"duiker"	"blank"	1	0	3	0
"ACP000f8mk"	"TaiEast_19_loc37_20140707_EK000037"	"duiker"	"blank"	1	0	3	0
"ACP000f8ml"	"TaiEast_19_loc37_20140707_EK000019"	"duiker"	"duiker"	0.888888888888889	0.888888888888889	6	9
"ACP000f8mm"	"TaiEast_19_loc37_20140707_EK000019"	"duiker"	"duiker"	0.818181818181818	0.818181818181818	4	11
"ACP000f8mn"	"TaiEast_19_loc37_20140707_EK000019"	"duiker"	"duiker"	0.875	0.875	6	8
"ACP000f8mo"	"TaiEast_19_loc37_20140707_EK000019"	"duiker"	"duiker"	0.9	0.9	4	10
"ACP000f8n1"	"TaiEast_19_loc37_20140707_EK000052"	"blank"	"blank"	1	1	3	0
"ACP000f8n2"	"TaiEast_19_loc37_20140707_EK000052"	"blank"	"blank"	1	1	3	0
"ACP000f8n3"	"TaiEast_19_loc37_20140707_EK000052"	"blank"	"blank"	1	1	3	0
"ACP000f8n4"	"TaiEast_19_loc37_20140707_EK000052"	"blank"	"blank"	1	1	3	0
"ACP000f8n5"	"TaiEast_19_loc37_20140707_EK000058"	"duiker"	"duiker"	0.833333333333333	0.833333333333333	2	12
"ACP000f8n6"	"TaiEast_19_loc37_20140707_EK000058"	"duiker"	"presence undetermined"	NA	NA	12	3
"ACP000f8n7"	"TaiEast_19_loc37_20140707_EK000058"	"duiker"	"blank"	1	0	3	0
"ACP000f8n8"	"TaiEast_19_loc37_20140707_EK000058"	"duiker"	"duiker"	0.818181818181818	0.818181818181818	3	11
"ACP000f8nb"	"TaiEast_19_loc37_20140707_EK000016"	"duiker"	"duiker"	0.9	0.9	1	10
"ACP000f8nd"	"TaiEast_19_loc37_20140707_EK000016"	"duiker"	"blank"	1	0	3	0
"ACP000f8nf"	"TaiEast_19_loc37_20140707_EK000016"	"duiker"	"blank"	1	0	3	0
"ACP000f8ng"	"TaiEast_19_loc37_20140707_EK000016"	"duiker"	"blank"	1	0	3	0
"ACP000f8nh"	"TaiEast_19_loc37_20140707_EK000068"	"duiker"	"duiker"	0.714285714285714	0.714285714285714	8	7
"ACP000f8ni"	"TaiEast_19_loc37_20140707_EK000068"	"duiker"	"blank"	1	0	3	0
"ACP000f8nj"	"TaiEast_19_loc37_20140707_EK000068"	"duiker"	"blank"	1	0	3	0
"ACP000f8nk"	"TaiEast_19_loc37_20140707_EK000068"	"duiker"	"blank"	1	0	3	0
"ACP000f8nl"	"TaiEast_19_loc37_20140707_EK000020"	"duiker"	"duiker"	1	1	7	7
"ACP000f8nm"	"TaiEast_19_loc37_20140707_EK000020"	"duiker"	"blank"	1	0	3	0
"ACP000f8nn"	"TaiEast_19_loc37_20140707_EK000020"	"duiker"	"blank"	1	0	3	0
"ACP000f8no"	"TaiEast_19_loc37_20140707_EK000020"	"duiker"	"blank"	1	0	3	0
"ACP000f8np"	"TaiEast_19_loc37_20140707_EK000059"	"duiker"	"duiker"	1	1	9	6
"ACP000f8nq"	"TaiEast_19_loc37_20140707_EK000033"	"duiker"	"duiker"	1	1	6	8
"ACP000f8nr"	"TaiEast_19_loc37_20140707_EK000059"	"duiker"	"blank"	1	0	3	0
"ACP000f8ns"	"TaiEast_19_loc37_20140707_EK000033"	"duiker"	"blank"	1	0	3	0
"ACP000f8nt"	"TaiEast_19_loc37_20140707_EK000059"	"duiker"	"blank"	1	0	3	0
"ACP000f8nu"	"TaiEast_19_loc37_20140707_EK000033"	"duiker"	"blank"	1	0	3	0
"ACP000f8nv"	"TaiEast_19_loc37_20140707_EK000059"	"duiker"	"blank"	1	0	3	0
"ACP000f8nw"	"TaiEast_19_loc37_20140707_EK000033"	"duiker"	"blank"	1	0	3	0
"ACP000f8nx"	"TaiEast_19_loc37_20140707_EK000064"	"duiker"	"duiker"	1	1	5	8
"ACP000f8ny"	"TaiEast_19_loc37_20140707_EK000064"	"duiker"	"blank"	1	0	3	0
"ACP000f8nz"	"TaiEast_19_loc37_20140707_EK000064"	"duiker"	"blank"	1	0	3	0
"ACP000f8o0"	"TaiEast_19_loc37_20140707_EK000064"	"duiker"	"blank"	1	0	3	0
"ACP000f8o5"	"TaiEast_19_loc37_20140707_EK000031"	"duiker"	"duiker"	0.888888888888889	0.888888888888889	5	9
"ACP000f8o6"	"TaiEast_19_loc37_20140707_EK000031"	"duiker"	"blank"	1	0	3	0
"ACP000f8o7"	"TaiEast_19_loc37_20140707_EK000031"	"duiker"	"blank"	1	0	3	0
"ACP000f8o8"	"TaiEast_19_loc37_20140707_EK000031"	"duiker"	"blank"	1	0	3	0
"ACP000f8o9"	"TaiEast_19_loc37_20140707_EK000023"	"duiker"	"duiker"	0.818181818181818	0.818181818181818	4	11
"ACP000f8oa"	"TaiEast_19_loc37_20140707_EK000023"	"duiker"	"blank"	1	0	3	0
"ACP000f8ob"	"TaiEast_19_loc37_20140707_EK000023"	"duiker"	"duiker"	0.6	0.6	5	10
"ACP000f8oc"	"TaiEast_19_loc37_20140707_EK000023"	"duiker"	"blank"	1	0	3	0
"ACP000f8od"	"TaiEast_19_loc37_20140707_EK000034"	"duiker"	"duiker"	0.875	0.875	1	8
"ACP000f8oe"	"TaiEast_19_loc37_20140707_EK000034"	"duiker"	"duiker"	0.833333333333333	0.833333333333333	1	12
"ACP000f8of"	"TaiEast_19_loc37_20140707_EK000067"	"human"	"human"	1	1	0	7
"ACP000f8og"	"TaiEast_19_loc37_20140707_EK000034"	"duiker"	"blank"	1	0	3	0
"ACP000f8oh"	"TaiEast_19_loc37_20140707_EK000067"	"human"	"human"	1	1	10	5
"ACP000f8oi"	"TaiEast_19_loc37_20140707_EK000034"	"duiker"	"blank"	1	0	3	0
"ACP000f8oj"	"TaiEast_19_loc37_20140707_EK000067"	"human"	"blank"	1	0	3	0
"ACP000f8ok"	"TaiEast_19_loc37_20140707_EK000067"	"human"	"blank"	1	0	3	0
"ACP000f8on"	"TaiEast_19_loc37_20140707_EK000027"	"duiker"	"duiker"	1	1	1	9
"ACP000f8op"	"TaiEast_19_loc37_20140707_EK000027"	"duiker"	"blank"	1	0	3	0
"ACP000f8or"	"TaiEast_19_loc37_20140707_EK000027"	"duiker"	"blank"	1	0	3	0
"ACP000f8os"	"TaiEast_19_loc37_20140707_EK000027"	"duiker"	"blank"	1	0	3	0
"ACP000f8ot"	"TaiEast_19_loc37_20140707_EK000024"	"duiker"	"duiker"	1	1	6	7
"ACP000f8ou"	"TaiEast_19_loc37_20140707_EK000024"	"duiker"	"blank"	1	0	3	0
"ACP000f8ov"	"TaiEast_19_loc37_20140707_EK000024"	"duiker"	"blank"	1	0	3	0
"ACP000f8ow"	"TaiEast_19_loc37_20140707_EK000024"	"duiker"	"blank"	1	0	3	0
"ACP000f8ox"	"TaiEast_19_loc37_20140707_EK000035"	"duiker"	"blank"	1	0	3	0
"ACP000f8oy"	"TaiEast_19_loc37_20140707_EK000035"	"duiker"	"blank"	1	0	3	0
"ACP000f8oz"	"TaiEast_19_loc37_20140707_EK000035"	"duiker"	"blank"	1	0	3	0
"ACP000f8p0"	"TaiEast_19_loc37_20140707_EK000035"	"duiker"	"blank"	1	0	3	0
"ACP000f8p1"	"TaiEast_19_loc37_20140707_EK000063"	"duiker"	"duiker"	0.875	0.875	1	8
"ACP000f8p2"	"TaiEast_19_loc37_20140707_EK000063"	"duiker"	"blank"	1	0	3	0
"ACP000f8p3"	"TaiEast_19_loc37_20140707_EK000041"	"duiker"	"duiker"	0.7	0.7	3	10
"ACP000f8p4"	"TaiEast_19_loc37_20140707_EK000063"	"duiker"	"blank"	1	0	3	0
"ACP000f8p5"	"TaiEast_19_loc37_20140707_EK000041"	"duiker"	"duiker"	1	1	1	12
"ACP000f8p6"	"TaiEast_19_loc37_20140707_EK000063"	"duiker"	"blank"	1	0	3	0
"ACP000f8p7"	"TaiEast_19_loc37_20140707_EK000041"	"duiker"	"blank"	1	0	3	0
"ACP000f8p8"	"TaiEast_19_loc37_20140707_EK000041"	"duiker"	"blank"	1	0	3	0
"ACP000f8p9"	"TaiEast_19_loc37_20140707_EK000069"	"duiker"	"duiker"	1	1	7	7
"ACP000f8pa"	"TaiEast_19_loc37_20140707_EK000069"	"duiker"	"blank"	1	0	3	0
"ACP000f8pb"	"TaiEast_19_loc37_20140707_EK000069"	"duiker"	"blank"	1	0	3	0
"ACP000f8pc"	"TaiEast_19_loc37_20140707_EK000054"	"duiker"	"duiker"	0.583333333333333	0.583333333333333	2	12
"ACP000f8pe"	"TaiEast_19_loc37_20140707_EK000069"	"duiker"	"blank"	1	0	3	0
"ACP000f8pf"	"TaiEast_19_loc37_20140707_EK000054"	"duiker"	"duiker"	0.7	0.7	5	10
"ACP000f8ph"	"TaiEast_19_loc37_20140707_EK000017"	"duiker"	"duiker"	0.846153846153846	0.846153846153846	2	13
"ACP000f8pi"	"TaiEast_19_loc37_20140707_EK000054"	"duiker"	"blank"	1	0	3	0
"ACP000f8pj"	"TaiEast_19_loc37_20140707_EK000017"	"duiker"	"blank"	1	0	3	0
"ACP000f8pk"	"TaiEast_19_loc37_20140707_EK000054"	"duiker"	"blank"	1	0	3	0
"ACP000f8pl"	"TaiEast_19_loc37_20140707_EK000017"	"duiker"	"blank"	1	0	3	0
"ACP000f8pm"	"TaiEast_19_loc37_20140707_EK000017"	"duiker"	"blank"	1	0	3	0
"ACP000f8pn"	"TaiEast_19_loc37_20140707_EK000029"	"duiker"	"duiker"	0.875	0.875	2	8
"ACP000f8po"	"TaiEast_19_loc37_20140707_EK000029"	"duiker"	"duiker"	0.909090909090909	0.909090909090909	4	11
"ACP000f8pp"	"TaiEast_19_loc37_20140707_EK000029"	"duiker"	"duiker"	0.888888888888889	0.888888888888889	3	9
"ACP000f8pq"	"TaiEast_19_loc37_20140707_EK000029"	"duiker"	"blank"	1	0	3	0
"ACP000f8ps"	"TaiEast_19_loc37_20140707_EK000046"	"bird"	"bird"	1	1	1	7
"ACP000f8pu"	"TaiEast_19_loc37_20140707_EK000046"	"bird"	"bird"	0.777777777777778	0.777777777777778	2	9
"ACP000f8pw"	"TaiEast_19_loc37_20140707_EK000046"	"bird"	"bird"	0.727272727272727	0.727272727272727	2	11
"ACP000f8py"	"TaiEast_19_loc37_20140707_EK000046"	"bird"	"bird"	1	1	2	7
"ACP000f8qc"	"TaiEast_19_loc37_20140707_EK000044"	"bird"	"bird"	1	1	1	7
"ACP000f8qe"	"TaiEast_19_loc37_20140707_EK000044"	"bird"	"bird"	0.875	0.875	1	8
"ACP000f8qg"	"TaiEast_19_loc37_20140707_EK000044"	"bird"	"bird"	1	1	2	7
"ACP000f8qi"	"TaiEast_19_loc37_20140707_EK000044"	"bird"	"bird"	1	1	5	6
"ACP000f8r3"	"TaiEast_19_loc37_20140707_EK000040"	"duiker"	"blank"	1	0	3	0
"ACP000f8r4"	"TaiEast_19_loc37_20140707_EK000040"	"duiker"	"blank"	1	0	3	0
"ACP000f8r5"	"TaiEast_19_loc37_20140707_EK000040"	"duiker"	"duiker"	0.75	0.75	7	8
"ACP000f8r6"	"TaiEast_19_loc37_20140707_EK000040"	"duiker"	"blank"	1	0	3	0
"ACP000f8r7"	"TaiEast_19_loc37_20140707_EK000007"	"duiker"	"duiker"	0.909090909090909	0.909090909090909	4	11
"ACP000f8r8"	"TaiEast_19_loc37_20140707_EK000007"	"duiker"	"blank"	1	0	3	0
"ACP000f8ra"	"TaiEast_19_loc37_20140707_EK000007"	"duiker"	"blank"	1	0	3	0
"ACP000f8rc"	"TaiEast_19_loc37_20140707_EK000007"	"duiker"	"blank"	1	0	3	0
"ACP000f8rr"	"TaiEast_19_loc37_20140707_EK000009"	"duiker"	"blank"	1	0	3	0
"ACP000f8rs"	"TaiEast_19_loc37_20140707_EK000009"	"duiker"	"blank"	1	0	3	0
"ACP000f8rt"	"TaiEast_19_loc37_20140707_EK000009"	"duiker"	"blank"	1	0	3	0
"ACP000f8ru"	"TaiEast_19_loc37_20140707_EK000009"	"duiker"	"blank"	1	0	3	0
"ACP000f8rv"	"TaiEast_19_loc37_20140707_EK000042"	"duiker"	"duiker"	0.769230769230769	0.769230769230769	2	13
"ACP000f8rw"	"TaiEast_19_loc37_20140707_EK000042"	"duiker"	"blank"	1	0	3	0
"ACP000f8rx"	"TaiEast_19_loc37_20140707_EK000042"	"duiker"	"blank"	1	0	3	0
"ACP000f8ry"	"TaiEast_19_loc37_20140707_EK000042"	"duiker"	"blank"	1	0	3	0
"ACP000f8rz"	"TaiEast_19_loc37_20140707_EK000022"	"duiker"	"duiker"	1	1	5	9
"ACP000f8s0"	"TaiEast_19_loc37_20140707_EK000022"	"duiker"	"blank"	1	0	3	0
"ACP000f8s1"	"TaiEast_19_loc37_20140707_EK000022"	"duiker"	"blank"	1	0	3	0
"ACP000f8s2"	"TaiEast_19_loc37_20140707_EK000022"	"duiker"	"blank"	1	0	3	0
"ACP000f8sb"	"TaiEast_19_loc37_20140707_EK000006"	"duiker"	"duiker"	1	1	5	9
"ACP000f8sc"	"TaiEast_19_loc37_20140707_EK000006"	"duiker"	"blank"	1	0	3	0
"ACP000f8sd"	"TaiEast_19_loc37_20140707_EK000006"	"duiker"	"presence undetermined"	NA	NA	0	3
"ACP000f8se"	"TaiEast_19_loc37_20140707_EK000006"	"duiker"	"duiker"	1	1	8	7
"ACP000f8sn"	"TaiEast_19_loc37_20140707_EK000066"	"duiker"	"duiker"	0.8	0.8	5	10
"ACP000f8so"	"TaiEast_19_loc37_20140707_EK000066"	"duiker"	"blank"	1	0	3	0
"ACP000f8sp"	"TaiEast_19_loc37_20140707_EK000066"	"duiker"	"blank"	1	0	3	0
"ACP000f8sq"	"TaiEast_19_loc37_20140707_EK000066"	"duiker"	"blank"	1	0	3	0
"ACP000f8sv"	"TaiEast_19_loc37_20140707_EK000055"	"duiker"	"duiker"	0.666666666666667	0.666666666666667	8	9
"ACP000f8sw"	"TaiEast_19_loc37_20140707_EK000055"	"duiker"	"blank"	1	0	3	0
"ACP000f8sx"	"TaiEast_19_loc37_20140707_EK000055"	"duiker"	"blank"	1	0	3	0
"ACP000f8sy"	"TaiEast_19_loc37_20140707_EK000055"	"duiker"	"blank"	1	0	3	0
"ACP000f91l"	"TaiEast_77_loc39_20141008_PICT0024"	"other (primate)"	"other (primate)"	0.857142857142857	0.857142857142857	7	7
"ACP000f91m"	"TaiEast_77_loc39_20141008_PICT0024"	"other (primate)"	"blank"	1	0	3	0
"ACP000f91n"	"TaiEast_77_loc39_20141008_PICT0024"	"other (primate)"	"other (primate)"	1	1	4	7
"ACP000f91o"	"TaiEast_77_loc39_20141008_PICT0024"	"other (primate)"	"other (primate)"	1	1	4	7
"ACP000f921"	"TaiEast_77_loc39_20141008_PICT0023"	"duiker"	"duiker"	1	1	7	6
"ACP000f922"	"TaiEast_77_loc39_20141008_PICT0023"	"duiker"	"duiker"	1	1	8	7
"ACP000f923"	"TaiEast_77_loc39_20141008_PICT0023"	"duiker"	"blank"	1	0	3	0
"ACP000f924"	"TaiEast_77_loc39_20141008_PICT0023"	"duiker"	"blank"	1	0	3	0
"ACP000f929"	"TaiEast_77_loc39_20141008_PICT0020"	"other (primate)"	"other (primate)"	1	1	0	7
"ACP000f92a"	"TaiEast_77_loc39_20141008_PICT0020"	"other (primate)"	"other (primate)"	1	1	1	7
"ACP000f92b"	"TaiEast_77_loc39_20141008_PICT0020"	"other (primate)"	"other (primate)"	1	1	2	7
"ACP000f92c"	"TaiEast_77_loc39_20141008_PICT0020"	"other (primate)"	"blank"	1	0	3	0
"ACP000f92l"	"TaiEast_77_loc39_20141008_PICT0017"	"blank"	"blank"	1	1	3	0
"ACP000f92m"	"TaiEast_77_loc39_20141008_PICT0017"	"blank"	"blank"	1	1	3	0
"ACP000f92n"	"TaiEast_77_loc39_20141008_PICT0017"	"blank"	"blank"	1	1	3	0
"ACP000f92o"	"TaiEast_77_loc39_20141008_PICT0017"	"blank"	"blank"	1	1	3	0
"ACP000f92p"	"TaiEast_77_loc39_20141008_PICT0027"	"blank"	"blank"	1	1	3	0
"ACP000f92q"	"TaiEast_77_loc39_20141008_PICT0027"	"blank"	"blank"	1	1	3	0
"ACP000f92r"	"TaiEast_77_loc39_20141008_PICT0027"	"blank"	"blank"	1	1	3	0
"ACP000f92s"	"TaiEast_77_loc39_20141008_PICT0027"	"blank"	"blank"	1	1	3	0
"ACP000f92t"	"TaiEast_77_loc39_20141008_PICT0013"	"elephant"	"elephant"	0.777777777777778	0.777777777777778	1	9
"ACP000f92u"	"TaiEast_77_loc39_20141008_PICT0013"	"elephant"	"blank"	1	0	3	0
"ACP000f92v"	"TaiEast_77_loc39_20141008_PICT0013"	"elephant"	"blank"	1	0	3	0
"ACP000f92w"	"TaiEast_77_loc39_20141008_PICT0013"	"elephant"	"blank"	1	0	3	0
"ACP000f92x"	"TaiEast_77_loc39_20141008_PICT0022"	"other (primate)"	"other (primate)"	0.875	0.875	1	8
"ACP000f92y"	"TaiEast_77_loc39_20141008_PICT0022"	"other (primate)"	"other (primate)"	1	1	1	7
"ACP000f92z"	"TaiEast_77_loc39_20141008_PICT0022"	"other (primate)"	"other (primate)"	0.75	0.75	7	8
"ACP000f930"	"TaiEast_77_loc39_20141008_PICT0022"	"other (primate)"	"other (primate)"	1	1	2	7
"ACP000f93d"	"TaiEast_77_loc39_20141008_PICT0032"	"other (primate)"	"other (primate)"	1	1	2	7
"ACP000f93e"	"TaiEast_77_loc39_20141008_PICT0032"	"other (primate)"	"other (primate)"	0.875	0.875	3	8
"ACP000f93f"	"TaiEast_77_loc39_20141008_PICT0032"	"other (primate)"	"presence undetermined"	NA	NA	12	3
"ACP000f93g"	"TaiEast_77_loc39_20141008_PICT0032"	"other (primate)"	"other (primate)"	0.5	0.5	6	8
"ACP000f93x"	"TaiEast_77_loc39_20141008_PICT0025"	"duiker"	"duiker"	0.9	0.9	5	10
"ACP000f93y"	"TaiEast_77_loc39_20141008_PICT0025"	"duiker"	"blank"	1	0	3	0
"ACP000f93z"	"TaiEast_77_loc39_20141008_PICT0025"	"duiker"	"blank"	1	0	3	0
"ACP000f940"	"TaiEast_77_loc39_20141008_PICT0025"	"duiker"	"blank"	1	0	3	0
"ACP000f941"	"TaiEast_77_loc39_20141008_PICT0006"	"duiker"	"blank"	1	0	3	0
"ACP000f942"	"TaiEast_77_loc39_20141008_PICT0006"	"duiker"	"blank"	1	0	3	0
"ACP000f943"	"TaiEast_77_loc39_20141008_PICT0006"	"duiker"	"blank"	1	0	3	0
"ACP000f944"	"TaiEast_77_loc39_20141008_PICT0006"	"duiker"	"blank"	1	0	3	0
"ACP000f945"	"TaiEast_77_loc39_20141008_PICT0037"	"duiker"	"duiker"	1	1	7	7
"ACP000f946"	"TaiEast_77_loc39_20141008_PICT0037"	"duiker"	"blank"	1	0	3	0
"ACP000f947"	"TaiEast_77_loc39_20141008_PICT0037"	"duiker"	"blank"	1	0	3	0
"ACP000f948"	"TaiEast_77_loc39_20141008_PICT0037"	"duiker"	"blank"	1	0	3	0
"ACP000f949"	"TaiEast_77_loc39_20141008_PICT0034"	"duiker"	"duiker"	1	1	6	8
"ACP000f94a"	"TaiEast_77_loc39_20141008_PICT0034"	"duiker"	"blank"	1	0	3	0
"ACP000f94b"	"TaiEast_77_loc39_20141008_PICT0034"	"duiker"	"blank"	1	0	3	0
"ACP000f94c"	"TaiEast_77_loc39_20141008_PICT0034"	"duiker"	"blank"	1	0	3	0
