"Clip.ID"	"Video.ID"	"PE.Species"	"Consensus.Species"	"Consensus.Prop"	"Prop.Agreement"	"Number.Blanks"	"Number.Nonblanks"
"ACP000e0g9"	"TaiEast_64_loc49_20150213_EK000030"	"duiker"	"duiker"	1	1	8	6
"ACP000e0ga"	"TaiEast_64_loc49_20150213_EK000008"	"duiker"	"duiker"	1	1	2	12
"ACP000e0gb"	"TaiEast_64_loc49_20150213_EK000018"	"blank"	"blank"	1	1	3	0
"ACP000e0gd"	"TaiEast_64_loc49_20150213_EK000008"	"duiker"	"blank"	1	0	3	0
"ACP000e0ge"	"TaiEast_64_loc49_20150213_EK000030"	"duiker"	"duiker"	1	1	7	6
"ACP000e0gf"	"TaiEast_64_loc49_20150213_EK000018"	"blank"	"blank"	1	1	3	0
"ACP000e0gh"	"TaiEast_64_loc49_20150213_EK000008"	"duiker"	"blank"	1	0	3	0
"ACP000e0gi"	"TaiEast_64_loc49_20150213_EK000030"	"duiker"	"duiker"	0.875	0.875	6	8
"ACP000e0gj"	"TaiEast_64_loc49_20150213_EK000008"	"duiker"	"blank"	1	0	3	0
"ACP000e0gl"	"TaiEast_64_loc49_20150213_EK000018"	"blank"	"blank"	1	1	4	0
"ACP000e0gm"	"TaiEast_64_loc49_20150213_EK000030"	"duiker"	"duiker"	0.777777777777778	0.777777777777778	6	9
"ACP000e0gn"	"TaiEast_64_loc49_20150213_EK000018"	"blank"	"blank"	1	1	3	0
"ACP000e0go"	"TaiEast_64_loc49_20150213_EK000019"	"duiker"	"duiker"	1	1	0	9
"ACP000e0gp"	"TaiEast_64_loc49_20150213_EK000019"	"duiker"	"duiker"	1	1	1	12
"ACP000e0gq"	"TaiEast_64_loc49_20150213_EK000019"	"duiker"	"duiker"	0.75	0.75	2	12
"ACP000e0gr"	"TaiEast_64_loc49_20150213_EK000019"	"duiker"	"blank"	1	0	3	0
"ACP000e0gs"	"TaiEast_64_loc49_20150213_EK000016"	"other (non-primate)"	"no consensus"	NA	NA	7	4
"ACP000e0gt"	"TaiEast_64_loc49_20150213_EK000016"	"other (non-primate)"	"other (non-primate)"	0.875	0.875	5	8
"ACP000e0gu"	"TaiEast_64_loc49_20150213_EK000016"	"other (non-primate)"	"presence undetermined"	NA	NA	12	3
"ACP000e0gv"	"TaiEast_64_loc49_20150213_EK000016"	"other (non-primate)"	"blank"	1	0	3	0
"ACP000e0gw"	"TaiEast_64_loc49_20150213_EK000011"	"duiker"	"duiker"	0.818181818181818	0.818181818181818	4	11
"ACP000e0gx"	"TaiEast_64_loc49_20150213_EK000011"	"duiker"	"presence undetermined"	NA	NA	13	2
"ACP000e0gy"	"TaiEast_64_loc49_20150213_EK000011"	"duiker"	"bird"	0.833333333333333	0	8	6
"ACP000e0gz"	"TaiEast_64_loc49_20150213_EK000011"	"duiker"	"bird"	0.666666666666667	0	8	6
"ACP000e0h0"	"TaiEast_64_loc49_20150213_EK000010"	"other (non-primate)"	"other (non-primate)"	0.8	0.8	7	5
"ACP000e0h1"	"TaiEast_64_loc49_20150213_EK000010"	"other (non-primate)"	"blank"	1	0	4	0
"ACP000e0h2"	"TaiEast_64_loc49_20150213_EK000010"	"other (non-primate)"	"blank"	1	0	3	0
"ACP000e0h3"	"TaiEast_64_loc49_20150213_EK000010"	"other (non-primate)"	"blank"	1	0	3	0
"ACP000e0h7"	"TaiEast_64_loc49_20150213_EK000031"	"duiker"	"duiker"	0.857142857142857	0.857142857142857	7	7
"ACP000e0h8"	"TaiEast_64_loc49_20150213_EK000020"	"chimpanzee"	"chimpanzee"	0.875	0.875	0	8
"ACP000e0h9"	"TaiEast_64_loc49_20150213_EK000031"	"duiker"	"blank"	1	0	3	0
"ACP000e0ha"	"TaiEast_64_loc49_20150213_EK000020"	"chimpanzee"	"no consensus"	NA	NA	12	4
"ACP000e0hb"	"TaiEast_64_loc49_20150213_EK000031"	"duiker"	"blank"	1	0	3	0
"ACP000e0hc"	"TaiEast_64_loc49_20150213_EK000020"	"chimpanzee"	"chimpanzee"	1	1	1	7
"ACP000e0hd"	"TaiEast_64_loc49_20150213_EK000031"	"duiker"	"blank"	1	0	3	0
"ACP000e0he"	"TaiEast_64_loc49_20150213_EK000020"	"chimpanzee"	"chimpanzee"	0.875	0.875	0	8
"ACP000e0hf"	"TaiEast_64_loc49_20150213_EK000023"	"blank"	"blank"	1	1	3	0
"ACP000e0hg"	"TaiEast_64_loc49_20150213_EK000023"	"blank"	"blank"	1	1	3	0
"ACP000e0hh"	"TaiEast_64_loc49_20150213_EK000023"	"blank"	"blank"	1	1	3	0
"ACP000e0hi"	"TaiEast_64_loc49_20150213_EK000023"	"blank"	"blank"	1	1	3	0
"ACP000e0hj"	"TaiEast_64_loc49_20150213_EK000027"	"duiker"	"duiker"	1	1	0	10
"ACP000e0hk"	"TaiEast_64_loc49_20150213_EK000027"	"duiker"	"duiker"	0.846153846153846	0.846153846153846	3	13
"ACP000e0hl"	"TaiEast_64_loc49_20150213_EK000027"	"duiker"	"blank"	1	0	12	0
"ACP000e0hm"	"TaiEast_64_loc49_20150213_EK000027"	"duiker"	"blank"	1	0	3	0
"ACP000e0hn"	"TaiEast_64_loc49_20150213_EK000029"	"blank"	"blank"	1	1	3	0
"ACP000e0ho"	"TaiEast_64_loc49_20150213_EK000029"	"blank"	"blank"	1	1	3	0
"ACP000e0hp"	"TaiEast_64_loc49_20150213_EK000029"	"blank"	"blank"	1	1	4	0
"ACP000e0hq"	"TaiEast_64_loc49_20150213_EK000029"	"blank"	"blank"	1	1	3	0
"ACP000e0hr"	"TaiEast_64_loc49_20150213_EK000017"	"rodent"	"blank"	1	0	3	0
"ACP000e0hs"	"TaiEast_64_loc49_20150213_EK000017"	"rodent"	"blank"	1	0	3	0
"ACP000e0ht"	"TaiEast_64_loc49_20150213_EK000024"	"duiker"	"duiker"	0.833333333333333	0.833333333333333	9	6
"ACP000e0hu"	"TaiEast_64_loc49_20150213_EK000017"	"rodent"	"blank"	1	0	3	0
"ACP000e0hv"	"TaiEast_64_loc49_20150213_EK000024"	"duiker"	"duiker"	0.714285714285714	0.714285714285714	6	7
"ACP000e0hw"	"TaiEast_64_loc49_20150213_EK000017"	"rodent"	"blank"	1	0	3	0
"ACP000e0hx"	"TaiEast_64_loc49_20150213_EK000024"	"duiker"	"duiker"	0.857142857142857	0.857142857142857	8	7
"ACP000e0hy"	"TaiEast_64_loc49_20150213_EK000024"	"duiker"	"duiker"	0.888888888888889	0.888888888888889	5	9
"ACP000e0hz"	"TaiEast_64_loc49_20150213_EK000012"	"duiker"	"duiker"	1	1	1	9
"ACP000e0i0"	"TaiEast_64_loc49_20150213_EK000012"	"duiker"	"duiker"	1	1	9	5
"ACP000e0i1"	"TaiEast_64_loc49_20150213_EK000012"	"duiker"	"blank"	1	0	3	0
"ACP000e0i2"	"TaiEast_64_loc49_20150213_EK000012"	"duiker"	"blank"	1	0	3	0
"ACP000e0i7"	"TaiEast_64_loc49_20150213_EK000014"	"duiker"	"duiker"	1	1	3	9
"ACP000e0i8"	"TaiEast_64_loc49_20150213_EK000014"	"duiker"	"duiker"	0.866666666666667	0.866666666666667	2	15
"ACP000e0i9"	"TaiEast_64_loc49_20150213_EK000014"	"duiker"	"duiker"	1	1	2	12
"ACP000e0ia"	"TaiEast_64_loc49_20150213_EK000014"	"duiker"	"blank"	1	0	3	0
"ACP000e0ij"	"TaiEast_64_loc49_20150213_EK000021"	"chimpanzee"	"chimpanzee"	0.625	0.625	0	8
"ACP000e0ik"	"TaiEast_64_loc49_20150213_EK000021"	"chimpanzee"	"blank"	1	0	3	0
"ACP000e0il"	"TaiEast_64_loc49_20150213_EK000021"	"chimpanzee"	"blank"	1	0	3	0
"ACP000e0im"	"TaiEast_64_loc49_20150213_EK000021"	"chimpanzee"	"blank"	1	0	3	0
"ACP000e0in"	"TaiEast_64_loc49_20150213_EK000013"	"blank"	"blank"	1	1	3	0
"ACP000e0io"	"TaiEast_64_loc49_20150213_EK000013"	"blank"	"bird"	0.833333333333333	0	4	6
"ACP000e0ip"	"TaiEast_64_loc49_20150213_EK000007"	"other (non-primate)"	"presence undetermined"	NA	NA	3	1
"ACP000e0iq"	"TaiEast_64_loc49_20150213_EK000013"	"blank"	"blank"	1	1	3	0
"ACP000e0ir"	"TaiEast_64_loc49_20150213_EK000007"	"other (non-primate)"	"other (non-primate)"	0.75	0.75	11	4
"ACP000e0is"	"TaiEast_64_loc49_20150213_EK000013"	"blank"	"presence undetermined"	NA	NA	14	1
"ACP000e0it"	"TaiEast_64_loc49_20150213_EK000007"	"other (non-primate)"	"blank"	1	0	4	0
"ACP000e0iu"	"TaiEast_64_loc49_20150213_EK000007"	"other (non-primate)"	"blank"	1	0	3	0
"ACP000e0jv"	"TaiEast_79_loc51_20141206_PICT0077"	"duiker"	"duiker"	0.857142857142857	0.857142857142857	6	7
"ACP000e0jw"	"TaiEast_79_loc51_20141206_PICT0077"	"duiker"	"duiker"	1	1	3	8
"ACP000e0jx"	"TaiEast_79_loc51_20141206_PICT0077"	"duiker"	"duiker"	0.888888888888889	0.888888888888889	1	9
"ACP000e0jy"	"TaiEast_79_loc51_20141206_PICT0077"	"duiker"	"blank"	1	0	3	0
"ACP000e0k8"	"TaiEast_79_loc51_20141206_PICT0062"	"duiker"	"duiker"	1	1	4	7
"ACP000e0ka"	"TaiEast_79_loc51_20141206_PICT0062"	"duiker"	"blank"	1	0	3	0
"ACP000e0kc"	"TaiEast_79_loc51_20141206_PICT0062"	"duiker"	"blank"	1	0	3	0
"ACP000e0ke"	"TaiEast_79_loc51_20141206_PICT0062"	"duiker"	"blank"	1	0	3	0
"ACP000e0kn"	"TaiEast_79_loc51_20141206_PICT0050"	"porcupine"	"no consensus"	NA	NA	4	9
"ACP000e0ko"	"TaiEast_79_loc51_20141206_PICT0050"	"porcupine"	"blank"	1	0	3	0
"ACP000e0kp"	"TaiEast_79_loc51_20141206_PICT0050"	"porcupine"	"blank"	1	0	3	0
"ACP000e0kr"	"TaiEast_79_loc51_20141206_PICT0050"	"porcupine"	"blank"	1	0	3	0
"ACP000e0le"	"TaiEast_79_loc51_20141206_PICT0059"	"porcupine"	"blank"	1	0	3	0
"ACP000e0lg"	"TaiEast_79_loc51_20141206_PICT0059"	"porcupine"	"blank"	1	0	3	0
"ACP000e0lh"	"TaiEast_79_loc51_20141206_PICT0059"	"porcupine"	"blank"	1	0	3	0
"ACP000e0li"	"TaiEast_79_loc51_20141206_PICT0059"	"porcupine"	"blank"	1	0	3	0
"ACP000e0lt"	"TaiEast_79_loc51_20141206_PICT0044"	"duiker"	"duiker"	1	1	5	6
"ACP000e0lw"	"TaiEast_79_loc51_20141206_PICT0044"	"duiker"	"duiker"	1	1	6	9
"ACP000e0lx"	"TaiEast_79_loc51_20141206_PICT0044"	"duiker"	"duiker"	0.714285714285714	0.714285714285714	8	7
"ACP000e0ly"	"TaiEast_79_loc51_20141206_PICT0044"	"duiker"	"blank"	1	0	3	0
"ACP000e0m9"	"TaiEast_79_loc51_20141206_PICT0047"	"duiker"	"duiker"	0.9	0.9	4	10
"ACP000e0mb"	"TaiEast_79_loc51_20141206_PICT0047"	"duiker"	"blank"	1	0	3	0
"ACP000e0md"	"TaiEast_79_loc51_20141206_PICT0047"	"duiker"	"duiker"	0.777777777777778	0.777777777777778	3	9
"ACP000e0me"	"TaiEast_79_loc51_20141206_PICT0047"	"duiker"	"blank"	1	0	3	0
"ACP000e0mj"	"TaiEast_79_loc51_20141206_PICT0081"	"duiker"	"duiker"	0.8	0.8	3	10
"ACP000e0mk"	"TaiEast_79_loc51_20141206_PICT0081"	"duiker"	"blank"	1	0	3	0
"ACP000e0mm"	"TaiEast_79_loc51_20141206_PICT0081"	"duiker"	"blank"	1	0	3	0
"ACP000e0mp"	"TaiEast_79_loc51_20141206_PICT0081"	"duiker"	"blank"	1	0	3	0
"ACP000e0n3"	"TaiEast_79_loc51_20141206_PICT0084"	"duiker"	"duiker"	0.5	0.5	1	14
"ACP000e0n4"	"TaiEast_79_loc51_20141206_PICT0084"	"duiker"	"duiker"	0.8	0.8	1	10
"ACP000e0n5"	"TaiEast_79_loc51_20141206_PICT0084"	"duiker"	"blank"	1	0	3	0
"ACP000e0n6"	"TaiEast_79_loc51_20141206_PICT0084"	"duiker"	"blank"	1	0	3	0
"ACP000e0nm"	"TaiEast_79_loc51_20141206_PICT0092"	"blank"	"blank"	1	1	3	0
"ACP000e0no"	"TaiEast_79_loc51_20141206_PICT0092"	"blank"	"blank"	1	1	3	0
"ACP000e0np"	"TaiEast_79_loc51_20141206_PICT0092"	"blank"	"blank"	1	1	3	0
"ACP000e0nq"	"TaiEast_79_loc51_20141206_PICT0092"	"blank"	"blank"	1	1	3	0
"ACP000e0on"	"TaiEast_79_loc51_20141206_PICT0014"	"duiker"	"duiker"	1	1	6	8
"ACP000e0oo"	"TaiEast_79_loc51_20141206_PICT0014"	"duiker"	"blank"	1	0	3	0
"ACP000e0op"	"TaiEast_79_loc51_20141206_PICT0014"	"duiker"	"blank"	1	0	3	0
"ACP000e0oq"	"TaiEast_79_loc51_20141206_PICT0014"	"duiker"	"blank"	1	0	3	0
"ACP000e0or"	"TaiEast_79_loc51_20141206_PICT0036"	"other (non-primate)"	"other (non-primate)"	0.625	0.625	7	8
"ACP000e0os"	"TaiEast_79_loc51_20141206_PICT0036"	"other (non-primate)"	"blank"	1	0	3	0
"ACP000e0ot"	"TaiEast_79_loc51_20141206_PICT0017"	"duiker"	"duiker"	1	1	1	9
"ACP000e0ou"	"TaiEast_79_loc51_20141206_PICT0036"	"other (non-primate)"	"blank"	1	0	3	0
"ACP000e0ov"	"TaiEast_79_loc51_20141206_PICT0017"	"duiker"	"duiker"	1	1	3	8
"ACP000e0ow"	"TaiEast_79_loc51_20141206_PICT0036"	"other (non-primate)"	"blank"	1	0	3	0
"ACP000e0ox"	"TaiEast_79_loc51_20141206_PICT0017"	"duiker"	"blank"	1	0	4	0
"ACP000e0oy"	"TaiEast_79_loc51_20141206_PICT0017"	"duiker"	"blank"	1	0	3	0
"ACP000e0pf"	"TaiEast_79_loc51_20141206_PICT0042"	"other (non-primate)"	"other (non-primate)"	0.7	0.7	5	10
"ACP000e0pg"	"TaiEast_79_loc51_20141206_PICT0042"	"other (non-primate)"	"blank"	1	0	3	0
"ACP000e0ph"	"TaiEast_79_loc51_20141206_PICT0042"	"other (non-primate)"	"blank"	1	0	3	0
"ACP000e0pi"	"TaiEast_79_loc51_20141206_PICT0042"	"other (non-primate)"	"blank"	1	0	3	0
"ACP000e0pv"	"TaiEast_79_loc51_20141206_PICT0006"	"duiker"	"blank"	1	0	3	0
"ACP000e0pw"	"TaiEast_79_loc51_20141206_PICT0006"	"duiker"	"blank"	1	0	3	0
"ACP000e0px"	"TaiEast_79_loc51_20141206_PICT0006"	"duiker"	"blank"	1	0	3	0
"ACP000e0py"	"TaiEast_79_loc51_20141206_PICT0006"	"duiker"	"blank"	1	0	3	0
"ACP000e0qr"	"TaiEast_79_loc51_20141206_PICT0026"	"rodent"	"rodent"	0.875	0.875	5	8
"ACP000e0qs"	"TaiEast_79_loc51_20141206_PICT0026"	"rodent"	"blank"	1	0	3	0
"ACP000e0qt"	"TaiEast_79_loc51_20141206_PICT0026"	"rodent"	"blank"	1	0	3	0
"ACP000e0qu"	"TaiEast_79_loc51_20141206_PICT0026"	"rodent"	"blank"	1	0	3	0
"ACP000e0rx"	"TaiEast_79_loc51_20141206_PICT0029"	"blank"	"blank"	1	1	3	0
"ACP000e0rz"	"TaiEast_79_loc51_20141206_PICT0029"	"blank"	"blank"	1	1	3	0
"ACP000e0s1"	"TaiEast_79_loc51_20141206_PICT0029"	"blank"	"blank"	1	1	3	0
"ACP000e0s2"	"TaiEast_79_loc51_20141206_PICT0029"	"blank"	"blank"	1	1	3	0
"ACP000e0so"	"TaiEast_79_loc51_20141206_PICT0043"	"duiker"	"duiker"	1	1	7	8
"ACP000e0sq"	"TaiEast_79_loc51_20141206_PICT0043"	"duiker"	"blank"	1	0	3	0
"ACP000e0ss"	"TaiEast_79_loc51_20141206_PICT0043"	"duiker"	"blank"	1	0	3	0
"ACP000e0su"	"TaiEast_79_loc51_20141206_PICT0043"	"duiker"	"blank"	1	0	3	0
"ACP000e0tr"	"TaiEast_79_loc51_20141206_PICT0011"	"duiker"	"duiker"	0.909090909090909	0.909090909090909	1	11
"ACP000e0ts"	"TaiEast_79_loc51_20141206_PICT0011"	"duiker"	"duiker"	1	1	1	8
"ACP000e0tt"	"TaiEast_79_loc51_20141206_PICT0011"	"duiker"	"blank"	1	0	3	0
"ACP000e0tu"	"TaiEast_79_loc51_20141206_PICT0011"	"duiker"	"blank"	1	0	3	0
"ACP000e0vv"	"TaiEast_79_loc48_20150213_PICT0040"	"duiker"	"duiker"	0.6	0.6	10	5
"ACP000e0vw"	"TaiEast_79_loc48_20150213_PICT0040"	"duiker"	"duiker"	0.777777777777778	0.777777777777778	3	9
"ACP000e0vx"	"TaiEast_79_loc48_20150213_PICT0040"	"duiker"	"blank"	1	0	3	0
"ACP000e0vy"	"TaiEast_79_loc48_20150213_PICT0040"	"duiker"	"blank"	1	0	3	0
"ACP000e0wj"	"TaiEast_79_loc48_20150213_PICT0030"	"blank"	"blank"	1	1	3	0
"ACP000e0wk"	"TaiEast_79_loc48_20150213_PICT0030"	"blank"	"blank"	1	1	3	0
"ACP000e0wm"	"TaiEast_79_loc48_20150213_PICT0030"	"blank"	"blank"	1	1	3	0
"ACP000e0wo"	"TaiEast_79_loc48_20150213_PICT0030"	"blank"	"blank"	1	1	3	0
"ACP000e0xz"	"TaiEast_79_loc48_20150213_PICT0025"	"other (non-primate)"	"no consensus"	NA	NA	1	13
"ACP000e0y1"	"TaiEast_79_loc48_20150213_PICT0025"	"other (non-primate)"	"other (non-primate)"	0.666666666666667	0.666666666666667	9	6
"ACP000e0y3"	"TaiEast_79_loc48_20150213_PICT0025"	"other (non-primate)"	"blank"	1	0	3	0
"ACP000e0y5"	"TaiEast_79_loc48_20150213_PICT0025"	"other (non-primate)"	"blank"	1	0	3	0
"ACP000e0yj"	"TaiEast_79_loc48_20150213_PICT0034"	"blank"	"blank"	1	1	3	0
"ACP000e0yk"	"TaiEast_79_loc48_20150213_PICT0034"	"blank"	"blank"	1	1	3	0
"ACP000e0yl"	"TaiEast_79_loc48_20150213_PICT0053"	"blank"	"blank"	1	1	3	0
"ACP000e0ym"	"TaiEast_79_loc48_20150213_PICT0034"	"blank"	"blank"	1	1	3	0
"ACP000e0yn"	"TaiEast_79_loc48_20150213_PICT0053"	"blank"	"blank"	1	1	3	0
"ACP000e0yo"	"TaiEast_79_loc48_20150213_PICT0034"	"blank"	"blank"	1	1	3	0
"ACP000e0yp"	"TaiEast_79_loc48_20150213_PICT0053"	"blank"	"blank"	1	1	3	0
"ACP000e0yq"	"TaiEast_79_loc48_20150213_PICT0053"	"blank"	"blank"	1	1	3	0
"ACP000e0ys"	"TaiEast_79_loc48_20150213_PICT0010"	"blank"	"blank"	1	1	3	0
"ACP000e0yu"	"TaiEast_79_loc48_20150213_PICT0010"	"blank"	"blank"	1	1	3	0
"ACP000e0yw"	"TaiEast_79_loc48_20150213_PICT0010"	"blank"	"blank"	1	1	3	0
"ACP000e0yy"	"TaiEast_79_loc48_20150213_PICT0010"	"blank"	"blank"	1	1	3	0
"ACP000e10f"	"TaiEast_79_loc48_20150213_PICT0054"	"blank"	"blank"	1	1	3	0
"ACP000e10g"	"TaiEast_79_loc48_20150213_PICT0054"	"blank"	"blank"	1	1	3	0
"ACP000e10h"	"TaiEast_79_loc48_20150213_PICT0054"	"blank"	"blank"	1	1	3	0
"ACP000e10i"	"TaiEast_79_loc48_20150213_PICT0054"	"blank"	"blank"	1	1	3	0
"ACP000e12j"	"TaiEast_64_loc46_20140926_EK000078"	"blank"	"blank"	1	1	3	0
"ACP000e12k"	"TaiEast_64_loc46_20140926_EK000078"	"blank"	"presence undetermined"	NA	NA	12	2
"ACP000e12l"	"TaiEast_64_loc46_20140926_EK000078"	"blank"	"blank"	1	1	3	0
"ACP000e12m"	"TaiEast_64_loc46_20140926_EK000078"	"blank"	"presence undetermined"	NA	NA	13	2
"ACP000e12n"	"TaiEast_64_loc46_20140926_EK000010"	"duiker"	"blank"	1	0	3	0
"ACP000e12o"	"TaiEast_64_loc46_20140926_EK000010"	"duiker"	"blank"	1	0	3	0
"ACP000e12p"	"TaiEast_64_loc46_20140926_EK000010"	"duiker"	"blank"	1	0	3	0
"ACP000e12q"	"TaiEast_64_loc46_20140926_EK000010"	"duiker"	"blank"	1	0	3	0
"ACP000e12r"	"TaiEast_64_loc46_20140926_EK000085"	"duiker"	"duiker"	0.857142857142857	0.857142857142857	8	7
"ACP000e12s"	"TaiEast_64_loc46_20140926_EK000085"	"duiker"	"blank"	1	0	3	0
"ACP000e12t"	"TaiEast_64_loc46_20140926_EK000085"	"duiker"	"blank"	1	0	3	0
"ACP000e12u"	"TaiEast_64_loc46_20140926_EK000085"	"duiker"	"blank"	1	0	3	0
"ACP000e13e"	"TaiEast_64_loc46_20140926_EK000093"	"rodent"	"rodent"	1	1	2	7
"ACP000e13f"	"TaiEast_64_loc46_20140926_EK000050"	"duiker"	"duiker"	1	1	1	8
"ACP000e13h"	"TaiEast_64_loc46_20140926_EK000093"	"rodent"	"blank"	1	0	3	0
"ACP000e13i"	"TaiEast_64_loc46_20140926_EK000050"	"duiker"	"blank"	1	0	3	0
"ACP000e13j"	"TaiEast_64_loc46_20140926_EK000093"	"rodent"	"rodent"	0.857142857142857	0.857142857142857	4	7
"ACP000e13k"	"TaiEast_64_loc46_20140926_EK000050"	"duiker"	"blank"	1	0	3	0
"ACP000e13l"	"TaiEast_64_loc46_20140926_EK000093"	"rodent"	"blank"	1	0	3	0
"ACP000e13m"	"TaiEast_64_loc46_20140926_EK000050"	"duiker"	"blank"	1	0	3	0
"ACP000e13n"	"TaiEast_64_loc46_20140926_EK000016"	"duiker"	"duiker"	1	1	1	7
"ACP000e13o"	"TaiEast_64_loc46_20140926_EK000016"	"duiker"	"duiker"	1	1	7	8
"ACP000e13p"	"TaiEast_64_loc46_20140926_EK000016"	"duiker"	"blank"	1	0	3	0
"ACP000e13q"	"TaiEast_64_loc46_20140926_EK000016"	"duiker"	"blank"	1	0	3	0
"ACP000e13z"	"TaiEast_64_loc46_20140926_EK000090"	"duiker"	"duiker"	0.6	0.6	4	10
"ACP000e140"	"TaiEast_64_loc46_20140926_EK000090"	"duiker"	"blank"	1	0	3	0
"ACP000e141"	"TaiEast_64_loc46_20140926_EK000090"	"duiker"	"duiker"	1	1	8	7
"ACP000e142"	"TaiEast_64_loc46_20140926_EK000090"	"duiker"	"blank"	1	0	3	0
"ACP000e14q"	"TaiEast_64_loc46_20140926_EK000068"	"other (primate)"	"other (primate)"	0.777777777777778	0.777777777777778	2	9
"ACP000e14s"	"TaiEast_64_loc46_20140926_EK000068"	"other (primate)"	"blank"	1	0	3	0
"ACP000e14t"	"TaiEast_64_loc46_20140926_EK000068"	"other (primate)"	"blank"	1	0	3	0
"ACP000e14u"	"TaiEast_64_loc46_20140926_EK000033"	"other (primate)"	"blank"	1	0	3	0
"ACP000e14v"	"TaiEast_64_loc46_20140926_EK000068"	"other (primate)"	"blank"	1	0	3	0
"ACP000e14w"	"TaiEast_64_loc46_20140926_EK000033"	"other (primate)"	"presence undetermined"	NA	NA	13	2
"ACP000e14x"	"TaiEast_64_loc46_20140926_EK000033"	"other (primate)"	"blank"	1	0	3	0
"ACP000e14y"	"TaiEast_64_loc46_20140926_EK000033"	"other (primate)"	"blank"	1	0	3	0
"ACP000e167"	"TaiEast_64_loc46_20140926_EK000035"	"blank"	"blank"	1	1	3	0
"ACP000e168"	"TaiEast_64_loc46_20140926_EK000035"	"blank"	"blank"	1	1	3	0
"ACP000e169"	"TaiEast_64_loc46_20140926_EK000035"	"blank"	"blank"	1	1	3	0
"ACP000e16a"	"TaiEast_64_loc46_20140926_EK000035"	"blank"	"blank"	1	1	3	0
"ACP000e16j"	"TaiEast_64_loc46_20140926_EK000102"	"duiker"	"duiker"	0.857142857142857	0.857142857142857	2	7
"ACP000e16l"	"TaiEast_64_loc46_20140926_EK000102"	"duiker"	"blank"	1	0	3	0
"ACP000e16n"	"TaiEast_64_loc46_20140926_EK000102"	"duiker"	"blank"	1	0	3	0
"ACP000e16p"	"TaiEast_64_loc46_20140926_EK000102"	"duiker"	"blank"	1	0	3	0
"ACP000e171"	"TaiEast_64_loc46_20140926_EK000063"	"duiker"	"blank"	1	0	3	0
"ACP000e173"	"TaiEast_64_loc46_20140926_EK000063"	"duiker"	"blank"	1	0	3	0
"ACP000e175"	"TaiEast_64_loc46_20140926_EK000063"	"duiker"	"blank"	1	0	3	0
"ACP000e176"	"TaiEast_64_loc46_20140926_EK000063"	"duiker"	"blank"	1	0	3	0
"ACP000e17j"	"TaiEast_64_loc46_20140926_EK000074"	"duiker"	"duiker"	0.8	0.8	5	10
"ACP000e17k"	"TaiEast_64_loc46_20140926_EK000074"	"duiker"	"blank"	1	0	3	0
"ACP000e17l"	"TaiEast_64_loc46_20140926_EK000074"	"duiker"	"blank"	1	0	3	0
"ACP000e17m"	"TaiEast_64_loc46_20140926_EK000074"	"duiker"	"blank"	1	0	3	0
"ACP000e18j"	"TaiEast_64_loc46_20140926_EK000047"	"duiker"	"duiker"	1	1	4	7
"ACP000e18k"	"TaiEast_64_loc46_20140926_EK000047"	"duiker"	"duiker"	1	1	6	9
"ACP000e18l"	"TaiEast_64_loc46_20140926_EK000047"	"duiker"	"duiker"	1	1	7	7
"ACP000e18m"	"TaiEast_64_loc46_20140926_EK000047"	"duiker"	"duiker"	1	1	11	4
"ACP000e18z"	"TaiEast_64_loc46_20140926_EK000100"	"duiker"	"duiker"	0.8	0.8	4	10
"ACP000e190"	"TaiEast_64_loc46_20140926_EK000100"	"duiker"	"blank"	1	0	3	0
"ACP000e191"	"TaiEast_64_loc46_20140926_EK000100"	"duiker"	"blank"	1	0	3	0
"ACP000e192"	"TaiEast_64_loc46_20140926_EK000100"	"duiker"	"blank"	1	0	3	0
"ACP000e19n"	"TaiEast_64_loc46_20140926_EK000007"	"duiker"	"blank"	1	0	3	0
"ACP000e19o"	"TaiEast_64_loc46_20140926_EK000007"	"duiker"	"blank"	1	0	3	0
"ACP000e19q"	"TaiEast_64_loc46_20140926_EK000007"	"duiker"	"blank"	1	0	3	0
"ACP000e19s"	"TaiEast_64_loc46_20140926_EK000007"	"duiker"	"blank"	1	0	3	0
"ACP000e1bi"	"TaiEast_64_loc46_20140926_EK000042"	"human"	"human"	1	1	1	7
"ACP000e1bk"	"TaiEast_64_loc46_20140926_EK000042"	"human"	"human"	1	1	3	7
"ACP000e1bl"	"TaiEast_64_loc46_20140926_EK000042"	"human"	"blank"	1	0	3	0
"ACP000e1bm"	"TaiEast_64_loc46_20140926_EK000042"	"human"	"blank"	1	0	3	0
"ACP000e1e7"	"TaiEast_64_loc49_20141206_EK000011"	"leopard"	"leopard"	1	1	1	7
"ACP000e1e8"	"TaiEast_64_loc49_20141206_EK000011"	"leopard"	"blank"	1	0	3	0
"ACP000e1e9"	"TaiEast_64_loc49_20141206_EK000011"	"leopard"	"blank"	1	0	3	0
"ACP000e1ea"	"TaiEast_64_loc49_20141206_EK000011"	"leopard"	"blank"	1	0	3	0
"ACP000e1ej"	"TaiEast_64_loc49_20141206_EK000016"	"duiker"	"duiker"	0.857142857142857	0.857142857142857	2	7
"ACP000e1el"	"TaiEast_64_loc49_20141206_EK000016"	"duiker"	"blank"	1	0	3	0
"ACP000e1en"	"TaiEast_64_loc49_20141206_EK000016"	"duiker"	"blank"	1	0	3	0
